country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
SAU,Saudi Arabia,Riyadh 8,2071.92,24.6,46.571,Gas,Oil,,,2008,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,Riyadh 9,3616.6,24.95,47.065,Oil,Gas,,,2008,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,SAFANIYAH,75,28.01,48.751,Gas,,,,1974,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,SHAIBA,1190.7,20.63,39.552,Oil,,,,2009,Shuaibah Water and Electricity Company,,WRI,
SAU,Saudi Arabia,SHAIBA (SEC),6794,20.63,39.555,Oil,,,,2013,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,SHAROURA,261.52,17.33,47.093,Oil,,,,2014,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,SHEDGUM,1100.5,25.68,49.433,Gas,,,,1983,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,SHEDGUM CO-GENERATION GAS PLANT,496.7,25.68,49.449,Gas,,,,2015,Tihama Power Generation Company,,WRI,
SAU,Saudi Arabia,SHUAIBA (SWCC),910.8,17.66,42.063,Oil,,,,2000,Saline Water Conversion Corporation (SWCC),,WRI,
SAU,Saudi Arabia,SHUQAIQ IWPP,1020,17.66,42.077,Oil,,,,2010,Shuqiaq Water and Electricity Company,,WRI,
SAU,Saudi Arabia,TABARJAL,103.2,30.46,38.214,Oil,,,,2002,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,TABUK-1,102,28.47,36.519,Oil,,,,1982,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,TABUK-2,985.4,28.47,36.521,Oil,,,,2013,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,TABUK-3,20,28.47,36.517,Oil,,,,2016,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,TABUK-4,20,28.47,36.522,Oil,,,,2016,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,TAIF,126.6,21.28,40.407,Oil,,,,1981,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,TIHAMA,742.75,19.1,41.156,Oil,,,,2008,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,UTHMANIYAH,320,25.19,49.312,Gas,,,,1975,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,UTHMANIYAH CO-GENERATION GAS PLANT,496.7,25.19,49.307,Gas,,,,2015,Tihama Power Generation Company,,WRI,
SAU,Saudi Arabia,Waad Al Shamal ISCC,50,31.62,38.795,Solar,,,,,,,Wiki-Solar,106.22
SAU,Saudi Arabia,Wasit Gas Plant,1412,27.11,49.312,Gas,,,,2016,Saudi Aramco,,WRI,
SAU,Saudi Arabia,YANBU (ARAM),82.5,23.98,38.257,Gas,,,,2005,Saudi Aramco,,WRI,
SAU,Saudi Arabia,YANBU (SEC),54.3,24.12,38.118,Oil,,,,1983,Saudi Electricity Company (SEC),,WRI,
SAU,Saudi Arabia,YANBU (SWCC),519.8,23.86,38.383,Oil,,,,1998,Saline Water Conversion Corporation (SWCC),,WRI,
SAU,Saudi Arabia,YANBU PLANT,865.8,23.97,38.219,Oil,Gas,,,2013,Power and Water Utility Company for Jubail and Yanbu (MARAFIQ),,WRI,
SAU,Saudi Arabia,YANBU PLANT 2,825,23.87,38.366,Oil,,,,2016,Power and Water Utility Company for Jubail and Yanbu (MARAFIQ),,WRI,
SEN,Senegal,Bel-Air,98.6,14.717,-17.478,Oil,,,,,,,Power Africa,
SEN,Senegal,Bokhol,15.7,16.515,-15.465,Solar,,,,,,,Wiki-Solar,35.23
SEN,Senegal,Boutoute,19,12.5819,-16.2782,Oil,,,,,,,Power Africa,
SEN,Senegal,Cap Des Biches,327,17.7197,-17.2996,Oil,,,,,,,Power Africa,
SEN,Senegal,Kahone 1,21.2,14.178,-16.027,Solar,,,,,,,Wiki-Solar,48.4
SEN,Senegal,Kaolack,15.36,14.15,-16.0667,Oil,,,,,,,Power Africa,
SEN,Senegal,Mérina Dakhar,34.4,15.155,-16.593,Solar,,,,,,,Wiki-Solar,86.51
SEN,Senegal,Saint-Louis,10.5,16.0333,-16.5,Oil,,,,,,,Power Africa,
SEN,Senegal,Sambangalou,120,12.3664,-12.1901,Hydro,,,,,,,Power Africa,368.84
SEN,Senegal,Ten Merina,34.4,15.13,-16.676,Solar,,,,,,,Wiki-Solar,88.43
SRB,Serbia,HE BAJINA BASTA,420,43.9645,19.4102,Hydro,,,,,,,GEODB,1607.41
SRB,Serbia,HE DJERDAP I,1086,44.6684,22.5268,Hydro,,,,,,,GEODB,5220.93
SRB,Serbia,HE DJERDAP II,270,44.3065,22.5667,Hydro,,,,,,,GEODB,1398.53
SRB,Serbia,RHE BAJINA BASTA,614,43.9645,19.4102,Hydro,,,,,,,GEODB,2345.66
SRB,Serbia,TE KOLUBARA,245,44.4806,20.2934,Coal,,,,,,,GEODB,
SRB,Serbia,TE KOSOVO A,617,42.6773,21.0886,Coal,,,,,,,WRI,
SRB,Serbia,TE KOSOVO B,618,42.6945,21.059,Coal,,,,,,,WRI,
SRB,Serbia,TE KOSTOLAC A,281,44.7229,21.1717,Coal,,,,,,,GEODB,
SRB,Serbia,TE KOSTOLAC B,697,44.7307,21.2104,Coal,,,,,,,GEODB,
SRB,Serbia,TE MORAVA,110,44.2248,21.1627,Coal,,,,,,,GEODB,
SRB,Serbia,TENT A,1730,44.6711,20.1593,Coal,,,,,,,WRI,
SRB,Serbia,TENT B,1270,44.6551,20.0053,Coal,,,,,,,WRI,
SLE,Sierra Leone,Bonthe Works,23,7.7675,-12.2931,Oil,,,,,Sierra Rutile Limited,,Power Africa,
SLE,Sierra Leone,Bumbuna Dam,50,9.0713,-11.7229,Hydro,,,,,,,Power Africa,98.94
SLE,Sierra Leone,Kingtom,53,8.4929,-13.2474,Oil,,,,,,,Power Africa,
SGP,Singapore,Jurong Island - PLP CCGT Power Plant Singapore,800,1.2843,103.725,Gas,,,,,,,GEODB,
SGP,Singapore,Keppel Merlimau Cogen Power Plant Singapore,1300,1.2824,103.675,Gas,,,,,,,GEODB,
SGP,Singapore,Keppel Seghers Tuas WTE Plant Singapore,22,1.2987,103.6215,Waste,,,,,,,GEODB,
SGP,Singapore,Pasir Panjang Gas Turbine Power Station Singapore,210,1.2715,103.7989,Gas,,,,,,,GEODB,
SGP,Singapore,PowerSeraya OCGT Power Plant Singapore,210,1.2813,103.7239,Gas,,,,,,,GEODB,
SGP,Singapore,PowerSeraya Pulau Seraya CCGT Cogen Power Plant Singapore,1540,1.2765,103.7266,Gas,,,,,,,GEODB,
SGP,Singapore,PowerSeraya Pulau Seraya Oil Power Station Singapore,2250,1.28,103.727,Oil,,,,,,,GEODB,
SGP,Singapore,SembCorp Pulau Sakra CCGT Cogen Power Station Singapore,1215,1.254,103.7026,Gas,,,,,,,GEODB,
SGP,Singapore,Senoko I-VII CCGT Power Plants Singapore,2807,1.4655,103.7996,Gas,,,,,,,GEODB,
SGP,Singapore,Senoko Thermal Power Station Singapore,500,1.464,103.7976,Oil,,,,,,,GEODB,
SGP,Singapore,Senoko WTE Incineration Plant Singapore,56,1.4624,103.795,Waste,,,,,,,GEODB,
SGP,Singapore,Tuas CCGT Power Station Singapore,1470,1.2888,103.6414,Gas,,,,,,,GEODB,
SGP,Singapore,Tuas Oil Power Station Singapore,1200,1.2896,103.6397,Oil,,,,,,,GEODB,
SGP,Singapore,Tuas South WTE Incineration Plant Singapore,80,1.2959,103.6205,Waste,,,,,,,GEODB,
SVK,Slovakia,Badín,6,48.265,19.056,Solar,,,,,,,Wiki-Solar,8.29
SVK,Slovakia,Bohunice Nuclear Power Plant Slovakia,880,48.496,17.6816,Nuclear,,,,,,,GEODB,
SVK,Slovakia,Cierny Vah Pumped Storage Hydroelectric Power Plant Slovakia,735,49.0088,19.9122,Hydro,,,,,,,GEODB,2597.78
SVK,Slovakia,Cunovo Hydroelectric Power Plant Slovakia,24,48.0299,17.2254,Hydro,,,,,,,GEODB,118.03
SVK,Slovakia,Dubnica nad Vahom Hydroelectric Power Plant Slovakia,16.5,48.9638,18.1454,Hydro,,,,,,,GEODB,73.11
SVK,Slovakia,Gabcikovo Hydroelectric Power Plant Slovakia,720,47.88,17.5384,Hydro,,,,,,,GEODB,2544.76
SVK,Slovakia,Horna Streda Hydroelectric Power Plant Slovakia,25.5,48.6605,17.855,Hydro,,,,,,,GEODB,109.94
SVK,Slovakia,Hricov Hydroelectric Power Plant Slovakia,31.5,49.2594,18.6815,Hydro,,,,,,,GEODB,129.73
SVK,Slovakia,Ilava Hydroelectric Power Plant Slovakia,15,49.0057,18.235,Hydro,,,,,,,GEODB,66.47
SVK,Slovakia,Kostolna Hydroelectric Power Plant Slovakia,25.5,48.861,17.9689,Hydro,,,,,,,GEODB,109.94
SVK,Slovakia,Kralova Hydroelectric Power Plant Slovakia,45.06,48.1912,19.8296,Hydro,,,,,,,GEODB,162.84
SVK,Slovakia,Kreplany Hydroelectric Power Plant Slovakia,24.75,49.1281,19.0941,Hydro,,,,,,,GEODB,107.48
SVK,Slovakia,L'adovo,18,48.347,19.62,Solar,,,,,,,Wiki-Solar,25.22
SVK,Slovakia,Levice CCGT CHP Power Plant Slovakia,80,48.2022,18.597,Gas,,,,,,,GEODB,
SVK,Slovakia,Lipovec Hydroelectric Power Plant Slovakia,38.4,49.132,18.9114,Hydro,,,,,,,GEODB,157.75
SVK,Slovakia,Liptovska Mara Pumped Storage Hydroelectric Power Plant Slovakia,198,49.0986,19.4889,Hydro,,,,,,,GEODB,683.72
SVK,Slovakia,Madunice Hydroelectric Power Plant Slovakia,43.2,48.4884,17.7938,Hydro,,,,,,,GEODB,181.75
SVK,Slovakia,Malzenice CCGT Power Plant Slovakia,430,48.4296,17.6978,Gas,,,,,,,GEODB,
SVK,Slovakia,Miskova Hydroelectric Power Plant Slovakia,93.6,49.1928,18.5083,Hydro,,,,,,,GEODB,378.55
SVK,Slovakia,Mochovce Nuclear Power Plant Slovakia,880,48.2621,18.459,Nuclear,,,,,,,GEODB,
SVK,Slovakia,Nosice Hydroelectric Power Plant Slovakia,67.5,49.1275,18.3642,Hydro,,,,,,,GEODB,272.99
SVK,Slovakia,Novaky (ENO) Thermal CHP Power Plant Slovakia,518,48.6988,18.5335,Coal,,,,,,,GEODB,
SVK,Slovakia,Nove Mesto n.V. Hydroelectric Power Plant Slovakia,25.5,48.7725,17.8516,Hydro,,,,,,,GEODB,94.15
SVK,Slovakia,Orava Hydroelectric Power Plant Slovakia,21.75,49.3756,19.557,Hydro,,,,,,,GEODB,69.78
SVK,Slovakia,PPC Bratislava CCGT CHP Power Plant Slovakia,218,48.1775,17.1548,Gas,,,,,,,GEODB,
SVK,Slovakia,Povazska Bystrica Hydroelectric Power Plant Slovakia,55.2,49.1331,18.4538,Hydro,,,,,,,GEODB,222.78
SVK,Slovakia,Ruzin Pumped Storage Hydroelectric Power plant Slovakia,60,48.8616,21.0911,Hydro,,,,,,,GEODB,249.82
SVK,Slovakia,Sucany Hydroelectric Power Plant Slovakia,38.4,49.1072,18.9916,Hydro,,,,,,,GEODB,158.2
SVK,Slovakia,Trencin Hydroelectric Power Plant Slovakia,16.5,48.9022,18.056,Hydro,,,,,,,GEODB,74.05
SVK,Slovakia,Vojany (EVO) Thermal Power Plant Slovakia,880,48.5536,21.9782,Coal,,,,,,,GEODB,
SVN,Slovenia,Brestanica (TEB),297,45.9975,15.4796,Gas,,,,,,,GEODB,
SVN,Slovenia,Energetika Ljubljana,112,46.058,14.5451,Coal,,,,,,,GEODB,
SVN,Slovenia,HE Formin,116,46.4026,16.0339,Hydro,,,,,,,GEODB,437.29
SVN,Slovenia,HE Zlatoličje,126,46.448,15.787,Hydro,,,,,,,GEODB,535.88
SVN,Slovenia,Krsko (NEK),696,45.9389,15.516,Nuclear,,,,,,,GEODB,
SVN,Slovenia,Sostanj (TEŠ),1099,46.3723,15.0534,Coal,,,,,,,GEODB,
SVN,Slovenia,TET,110,46.1258,15.0611,Coal,,,,,,,GEODB,
SVN,Slovenia,ČHE Avče,180,46.1027,13.6708,Hydro,,,,,,,GEODB,685.87
ZAF,South Africa,Acacia,171,-33.8841,18.5336,Gas,,,,1976,Eskom,,WRI,
ZAF,South Africa,Adams Solar PV Project,82.5,-27.3737,23.0076,Solar,,,,,Aurora Power Solutions,,Industry About,198.14
ZAF,South Africa,Amakhala Emoyeni Wind Farm,134.4,-32.875,25.9977,Wind,,,,2016,A joint venture (JV) of Exxaro Resources and Tata Power  Cennergi is the owner and developer of the wind farm.,,WRI,
ZAF,South Africa,Ankerlig,1327,-33.592,18.4607,Oil,,,,2007,Eskom,,WRI,
ZAF,South Africa,Aries Solar Power Plant,10.65,-29.497,20.7852,Solar,,,,2014,Juwi Renewable Energies (Pty) Ltd,,Industry About,
ZAF,South Africa,Arnot power station,2352,-25.9444,29.7917,Coal,,,,1973,Eskom,,WRI,
ZAF,South Africa,Aurora Solar Power Plant,10.3,-32.642,18.4974,Solar,,,,2014,SolaireDirect Southern Africa (Pty) Ltd,,Industry About,
ZAF,South Africa,Bethlehem Hydro,7,-28.217,28.3631,Hydro,,,,2009,Bethlehem Hydro Proprietary Limited,,WRI,13.22
ZAF,South Africa,Bisasar Road Landfill,6.5,-29.813,30.9821,Waste,,,,2008,Ethekwini Municipality,,WRI,
ZAF,South Africa,Bokpoort Solar Power Plant,50,-28.727,21.9951,Solar,,,,2016,ACWA Power Solafrica Bokpoort CSP Power Plant (Pty) Ltd,,Industry About,
ZAF,South Africa,Boshoff Solar Power Plant,60,-28.466,25.1947,Solar,,,,2014,Boshoff Solar Power Plant,,Industry About,
ZAF,South Africa,Camden power station,1600,-26.6201,30.0911,Coal,,,,1968,Eskom,,WRI,
ZAF,South Africa,Chaba Wind Farm,21,-32.5912,27.9631,Wind,,,,2015,InnoWind (Pty) Ltd Subsidiary of EDF Energies Nouvelles (EDF EN) Group,,WRI,
ZAF,South Africa,Coega IDZ Windfarm,73.8,-33.676,25.6028,Wind,,,,2010,Electrawinds Africa and Indian Ocean Islands (Pty),,WRI,190.47
ZAF,South Africa,Cookhouse,138.6,-32.742,25.9242,Wind,,,,2014,African Clean Energy Developments (Pty) Limited,,WRI,
ZAF,South Africa,Darling Wind Farm,5.2,-33.3173,18.2586,Wind,,,,2008,Darling Wind power,,WRI,12.94
ZAF,South Africa,Dassieklip,27,-34.227,19.3727,Wind,,,,2014,BioTherm Energy,,WRI,
ZAF,South Africa,De Aar - Mainstream Solar Power Plant,50,-30.617,24.0347,Solar,,,,2014,Mainstream Renewable Energy,,Industry About,
ZAF,South Africa,De Aar - Mulilo Solar Power Plant,9.7,-30.628,24.0054,Solar,,,,2014,Mulilo Renewable Energy Solar PV De Aar,,Industry About,
ZAF,South Africa,De Aar 3 Solar Power Plant,75,-30.596,24.1026,Solar,,,,2016,Solar Capital De Aar 3,,Industry About,
ZAF,South Africa,De Aar Solar Power,48,-30.6198,24.0338,Solar,,,,,Globeleq,,Industry About,109.91
ZAF,South Africa,Dorper Wind Farm,100,-31.4802,26.4407,Wind,,,,2014,Dorper Wind Development,,WRI,
ZAF,South Africa,Drakensberg,1000,-28.5651,29.0842,Hydro,,,,1981,Eskom,,WRI,2667.78
ZAF,South Africa,Dreunberg Solar Power Plant,75,-30.838,26.2259,Solar,,,,2014,Linde Solar Power Plant,,Industry About,
ZAF,South Africa,Droogfontein Solar Power Plant,50,-28.612,24.7521,Solar,,,,2014,Mainstream Renewable Energy,,WRI,
ZAF,South Africa,Dundee Biogas,2.22,-28.119,30.3584,Waste,,,,2016,Dundee Biogas Power,,WRI,
ZAF,South Africa,Duvha power station,3600,-25.9595,29.3409,Coal,,,,1982,Eskom,,WRI,
ZAF,South Africa,Ferro Waste Heat Plant,2.2,-25.725,27.6115,Waste,,,,,International Ferro Metals SA,,WRI,
ZAF,South Africa,Gariep,360,-30.624,25.504,Hydro,,,,1971,Eskom,,WRI,902.02
ZAF,South Africa,Gouda Wind Farm,138,-33.2665,19.0225,Wind,,,,2015,ACCIONA Energía (54.9%); Royal bafokeng Holdings (25.1%); Soul City (10%); Gouda Wind Energy Community Trust (10%),,WRI,
ZAF,South Africa,Gourikwa,740,-34.1653,21.9608,Oil,,,,2007,Eskom,,WRI,
ZAF,South Africa,Grahamstown,3.5,-33.315,26.4908,Biomass,,,,2013,Nollen Group,,WRI,
ZAF,South Africa,Grassridge Wind Farm,61.5,-33.6763,25.6029,Wind,,,,2015,InnoWind (Pty) Ltd Subsidiary of EDF Energies Nouvelles (EDF EN) Group,,WRI,
ZAF,South Africa,Greefspan Solar Power Plant,10,-29.391,23.3117,Solar,,,,2012,AE-AMD Independent Power Producer 1 (Pty) Ltd,,WRI,21.18
ZAF,South Africa,Grootvlei power station,1190,-26.7695,28.4995,Coal,,,,1972,Eskom,,WRI,
ZAF,South Africa,Hendrina power station,2000,-26.0314,29.6014,Coal,,,,1973,Eskom,,WRI,
ZAF,South Africa,Herbert Solar Power Plant,19,-29.001,23.8005,Solar,,,,2013,AE-AMD Independent Power Producer 1 (Pty) Ltd,,WRI,
ZAF,South Africa,Hernic Waste Heat Plant,25.47,-25.662,27.837,Waste,,,,2013,Hernic Ferrochrome,,WRI,
ZAF,South Africa,Hopefield,66.6,-33.093,18.3987,Wind,,,,2014,Umoya Energy,,WRI,
ZAF,South Africa,Jasper Solar Power Plant,96,-28.312,23.3673,Solar,,,,2014,Jasper Solar Park,,Industry About,
ZAF,South Africa,Jeffrey's Bay Wind Farm,138,-33.9962,24.8435,Wind,,,,2014,Globeleq,,WRI,
ZAF,South Africa,KaXu Solar Power Plant,100,-30.16,24.1365,Solar,,,,2015,Abengoa Solar,,WRI,
ZAF,South Africa,Kalkbult Solar Power Plant,75,-31.727,23.192,Solar,,,,,Scatec Solar,,Industry About,166.59
ZAF,South Africa,Karoo,50.4,-31.7318,23.163,Solar,,,,,,,Wiki-Solar,111.92
ZAF,South Africa,Karoo Renewable Energy Facility (Nobelsfontein Wind),73.8,-27.602,22.9201,Wind,,,,2014,South African Renewable Green Energy,,WRI,
ZAF,South Africa,Kathu CSP,100,-27.613,23.025,Solar,,,,,,,Wiki-Solar,239.3
ZAF,South Africa,Kathu Solar Park,100,-27.5954,22.929,Solar,,,,,Building Power,,Industry About,239.3
ZAF,South Africa,Kelvin power station,600,-26.1158,28.194,Coal,,,,1964,Aldwych International Ltd,,GCPT,
ZAF,South Africa,Kendal power station,4116,-26.088,28.9689,Coal,,,,1990,Eskom,,WRI,
ZAF,South Africa,Khi Solar Power Plant,50,-28.538,21.0777,Solar,,,,2016,Abengoa Solar,,WRI,
ZAF,South Africa,Khobab Wind,140,-30.4642,19.5233,Wind,,,,,Lekela POwer,,WRI,
ZAF,South Africa,Klawer Wind Farm,30,-31.8394,18.5638,Wind,,,,2014,Energie Baden Württemberg Kraftwerke AG (Germany) and Private entity G7 Renewable Energies (Pty) Ltd (South Africa),,WRI,
ZAF,South Africa,Koeberg,1800,-33.6737,18.4281,Nuclear,,,,1984,Eskom,,WRI,
ZAF,South Africa,Komati Power Station,1000,-26.0899,29.4725,Coal,,,,1963,Eskom,,WRI,
ZAF,South Africa,Konkoonsies II Solar Facility,75,-28.8871,19.5538,Solar,,,,,,,Industry About,169.4
ZAF,South Africa,Konkoonsies Solar Power Plant,11,-28.889,19.5553,Solar,,,,2014,Juwi Renewable Energies (Pty) Ltd,,Industry About,
ZAF,South Africa,Kriel power station,3000,-26.254,29.1801,Coal,,,,1978,Eskom,,WRI,
ZAF,South Africa,Kusile Power Station,794,-25.9194,28.9156,Coal,,,,2018,Eskom,,WRI,
ZAF,South Africa,Lesedi Solar Power Plant,75,-28.3153,23.3536,Solar,,,,2014,Lesedi Solar Park,,WRI,
ZAF,South Africa,Lethabo power station,3708,-26.7403,27.975,Coal,,,,1987,Eskom,,WRI,
ZAF,South Africa,Letsatsi Solar Power Plant,75,-28.915,25.9199,Solar,,,,2014,Letsatsi Solar Energy Limited,,Industry About,
ZAF,South Africa,Linde Solar Power Plant,40,-31,24.6512,Solar,,,,2014,Scatec Solar,,WRI,
ZAF,South Africa,Loeriesfontein 2,140,-30.4037,19.5891,Wind,,,,2017,Mainstream Renewable Power / Actis,,WRI,
ZAF,South Africa,Lomati,10.1,-25.772,31.0406,Biomass,,,,,Lomati Energy,,WRI,
ZAF,South Africa,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,100,-30.7259,23.9137,Wind,,,,,Longyuan South Africa Renewables / Mulilo,,WRI,
ZAF,South Africa,Longyuan Mulilo Green Energy De Aar 2 North Wind Energy Facility,144,-30.5411,24.26,Wind,,,,2017,Longyuan South Africa Renewables / Mulilo,,WRI,
ZAF,South Africa,Majuba power station,4110,-27.0955,29.7706,Coal,Other,,,1999,Eskom,,WRI,
ZAF,South Africa,Mariannhill Landfill,2,-29.848,30.8359,Waste,,,,,Mariannhill Landfill,,WRI,
ZAF,South Africa,Matimba power station,3990,-23.6678,27.6128,Coal,,,,1989,Eskom,,WRI,
ZAF,South Africa,Matla power station,3600,-26.2804,29.1423,Coal,,,,1981,Eskom,,WRI,
ZAF,South Africa,Mulilo Renewable Energy Solar PV De Aar,9.7,-30.6279,24.0054,Solar,,,,,Mulilo,,Industry About,20.57
ZAF,South Africa,Mulilo Sonnedix Prieska,86,-30.0246,22.3392,Solar,,,,2016,Sonnedix,,Industry About,
ZAF,South Africa,Neusberg,12.57,-28.772,20.7431,Hydro,,,,,,,WRI,29.19
ZAF,South Africa,Nouport Wind Farm,80,-31.1759,25.0224,Wind,,,,2016,Mainstream Renewable Power,,WRI,
ZAF,South Africa,Paleisheuwel Solar Power Plant,82.5,-32.423,18.7356,Solar,,,,,Electra Capital (Pty) Ltd,,Industry About,172.56
ZAF,South Africa,Palmiet,400,-34.1972,18.9736,Hydro,,,,1988,Eskom,,WRI,601.79
ZAF,South Africa,PetroSA Biogas Plant,4.2,-34.145,22.1045,Waste,,,,2007,The Petroleum Oil and Gas Corporation of South Africa,,WRI,
ZAF,South Africa,Port Rex,171,-33.0274,27.8838,Gas,Oil,,,1976,Eskom,,WRI,
ZAF,South Africa,Pretoria West power station,180,-25.7584,28.1467,Coal,,,,1952,,,GCPT,
ZAF,South Africa,Prieska - Mulilo Solar Power Plant,19.9,-29.968,22.3199,Solar,,,,,Mulilo Renewable Energy Solar PV Prieska,,Industry About,47.65
ZAF,South Africa,Prieska Solar Plant,86,-30.022,22.3559,Solar,,,,2016,Juwi Renewable Energies (Pty) Ltd,,WRI,
ZAF,South Africa,Pulida Solar Park,82.5,-29.0387,24.9332,Solar,,,,2017,Enel Green Power,,Industry About,
ZAF,South Africa,Red Cap,80,-34.136,24.7105,Wind,,,,2015,Red Cap Kouga Wind Farm Ltd,,WRI,
ZAF,South Africa,Rooiwal power station,300,-25.555,28.2376,Coal,,,,1966,Tshwane Electricity Division,,GCPT,
ZAF,South Africa,RustMo1 Solar Power Plant,7,-25.738,27.4181,Solar,,,,2013,Momentous Energy,,WRI,
ZAF,South Africa,Sere,100,-31.5128,18.0914,Wind,,,,2015,Eskom,,WRI,
ZAF,South Africa,Sishen Solar Power Plant,94.3,-27.584,22.9275,Solar,,,,2014,ACCIONA Energy (51%)  Aveng (29%)  Soul City (10%)  Dibeng Community Solar Energy Trust (10%),,WRI,
ZAF,South Africa,SlimSun Swartland Solar Park,5,-33.35,18.5295,Solar,,,,,,,Industry About,9.87
ZAF,South Africa,Solar Capital De Aar I,75,-30.5788,24.0789,Solar,,,,2014,Solar Capital,,Industry About,
ZAF,South Africa,Solar Capital De Aar III,75,-30.5956,24.103,Solar,,,,2015,Eskom,,Industry About,
ZAF,South Africa,Soutpan Solar Power Plant,28,-22.993,29.2518,Solar,,,,,Erika Energy (Pty) Ltd,,Industry About,66.64
ZAF,South Africa,Swartland Solar Power Plant,5,-33.35,18.5298,Solar,,,,2015,SlimSun,,WRI,
ZAF,South Africa,Tom Burke Solar Park,66,-23.0748,27.9912,Solar,,,,2017,Enel Green Power,,Industry About,
ZAF,South Africa,Touwsrivier Solar Power Plant,44.19,-33.4055,19.9392,Solar,,,,2014,Public Investment Corporation (PIC)  Government Employee Pension Fund (GEPF)  SOITEC,,Industry About,
ZAF,South Africa,Tsitsikamma Community Wind Farm,95,-34.0731,24.5057,Wind,,,,2016,Exxaro (50%) Tata Power (50%),,WRI,
ZAF,South Africa,Tutuka power station,3654,-26.7767,29.3527,Coal,,,,1987,Eskom,,WRI,
ZAF,South Africa,Upington Solar Power Plant,8.9,-28.419,21.2688,Solar,,,,2014,Enel Green Power S.p.a,,WRI,
ZAF,South Africa,Van Stadens,27,-33.963,25.2422,Wind,,,,2014,MetroWind,,WRI,
ZAF,South Africa,Vanderkloof,240,-29.9934,24.7338,Hydro,,,,1977,Eskom,,WRI,583.03
ZAF,South Africa,Vredendal Solar Power Plant,10.5,-31.634,18.5053,Solar,,,,2014,Solairedirect Southern Africa,,WRI,
ZAF,South Africa,Waainek Wind Farm,23,-33.3238,26.4642,Wind,,,,2016,InnoWind (Pty) Ltd Subsidiary of EDF Energies Nouvelles (EDF EN) Group,,WRI,
ZAF,South Africa,West Coast 1,94,-32.834,18.0061,Wind,,,,2015,ENGIE (43%)  Investec Bank Limited (34.5%) and KTH (20%),,WRI,
ZAF,South Africa,Witkop Solar Power Plant,30,-24.042,29.3685,Solar,,,,2014,Core Energy (Pty) Ltd,,Industry About,
ZAF,South Africa,Xina One,100,-28.895,19.592,Solar,,,,,,,Wiki-Solar,227.14
KOR,South Korea,Andong Kowaco,90,36.5847,128.7739,Hydro,,,,,Korea Water Resources Corporation,,WRI,193.61
KOR,South Korea,Ansan Project,834,37.2952,126.7788,Gas,,,,2014,POSCO,,WRI,
KOR,South Korea,Anyang CHP,493,37.3936,126.9671,Gas,,,,,GS Energy,,GEODB,
KOR,South Korea,Asan Baebang CHP,113.9,36.9909,126.7135,Gas,,,,,Korea National Housing Corporation,,WRI,
KOR,South Korea,Asan Hyundai,10,36.849,126.874,Solar,,,,,,,Wiki-Solar,16.12
KOR,South Korea,Baekje,2.6,36.3174,126.9401,Hydro,,,,,Korea Water Resources Corporation,,WRI,8.97
KOR,South Korea,Boogeo-seom,6,37.859,127.68,Solar,,,,,,,Wiki-Solar,8.86
KOR,South Korea,Boryeong (CC),1800,36.3951,126.486,Gas,,,,2004,Korea Midland Power (KOMIPO),,GEODB,
KOR,South Korea,Boryeong (poryang),4000,36.402,126.49,Coal,,,,,Korea Midland Power (KOMIPO),,GEODB,
KOR,South Korea,Boryeong Hydro Unit,7.5,36.3995,126.487,Hydro,,,,,Korea Midland Power (KOMPIO),,WRI,21.98
KOR,South Korea,Bucheon Power,473,37.5225,126.764,Gas,,,,,GS Energy,,GEODB,
KOR,South Korea,Bugok,1503,36.959,126.7825,Gas,,,,,GS Energy,,WRI,
KOR,South Korea,Bugok Biomass,105,36.959,126.7825,Biomass,,,,,GS Energy,,WRI,
KOR,South Korea,Bukeju,150,33.537,126.5974,Coal,,,,2000,Korea Midland Power (KOMIPO),,WRI,
KOR,South Korea,Bukpyung power station,1190,37.4805,129.1433,Coal,,,,2017,GS E&R  Korea East-West Power Co  Samtan,,GCPT,
KOR,South Korea,Bundang,922,37.3642,127.1482,Gas,,,,,Korea South East Power (KOSEP),,GEODB,
KOR,South Korea,Busan (pusan),1800,35.0851,129.0003,Gas,Biomass,,,,Korea Southern Power,,GEODB,
KOR,South Korea,Chan Cheon,62,37.9672,127.6699,Hydro,,,,1965,Korea Hydro and Nuclear,,WRI,195.15
