"ID","VIOLATION.LAST.MODIFIED.DATE","VIOLATION.DATE","VIOLATION.CODE","VIOLATION.STATUS","VIOLATION.STATUS.DATE","VIOLATION.DESCRIPTION","VIOLATION.LOCATION","VIOLATION.INSPECTOR.COMMENTS","VIOLATION.ORDINANCE","INSPECTOR.ID","INSPECTION.NUMBER","INSPECTION.STATUS","INSPECTION.WAIVED","INSPECTION.CATEGORY","DEPARTMENT.BUREAU","ADDRESS","STREET.NUMBER","STREET.DIRECTION","STREET.NAME","STREET.TYPE","PROPERTY.GROUP","SSA","LATITUDE","LONGITUDE","LOCATION"
6901342,"01/19/2023",2023-01-19,"CN105025","OPEN","","REPAIR DOOR FRAME, MULLION","OTHER   :    :OTHER","LIVINGROOM DOOR WOOD CASING - ROTTED SECTION.","Repair or replace door frame. (13-196-550)","BL00831",13911732,"FAILED","N","COMPLAINT","CONSERVATION","7922 S THROOP ST",7922,"S","THROOP","ST",438561,32,41.749747148,-87.656291369,"(41.749747147920274, -87.656291368878)"
6901080,"01/18/2023",2023-01-18,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :BUILDING,","UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, AND BASEMENT.  UNVERIFIED DETECTORS AND CONDITIONS.","Arrange for inspection of premises. (13-12-100)","BL01000",13911537,"FAILED","N","COMPLAINT","CONSERVATION","7526 S CARPENTER ST",7526,"S","CARPENTER","ST",423770,NA,41.756900631,-87.65041486,"(41.75690063073103, -87.65041486045736)"
6901310,"01/19/2023",2023-01-19,"CN137056","OPEN","","STOP STORING GARBAGE","OTHER   :    :OTHER","REAR COURTYARD - STORING GARBAGE, MATTRESS AND DISGARDED BELONGINGS.","Stop storing garbage and placing refuse containers improperly. (7-28-260)","371335",13911714,"FAILED","N","COMPLAINT","CONSERVATION","6945 S INDIANA AVE",6945,"S","INDIANA","AVE",392309,NA,41.76792491,-87.620029349,"(41.767924909764, -87.62002934897683)"
6900943,"01/18/2023",2023-01-18,"CN067024","OPEN","","REPAIR EAVES","EXTERIOR:S   :","SOUTH, WEST ELEVATIONS/SOFFITS - ROTTING WOOD IN SOME AREAS; PAINT PEELING THROUGHOUT;SOUTH/CEILING SOFFIT/#4382 STOREFRONT - LOOSE TILE AT FRONT ENTRANCE;  #4386-88 STOREFRONTS - PAINT PEELING","Failed to maintain roof eaves in good repair and free from cracks and defects which may admit rain.  (13-196-530, 13-196-530(c), and 13-196-641)","BL01000",13911421,"FAILED","N","COMPLAINT","CONSERVATION","4355 S SAWYER AVE",4355,"S","SAWYER","AVE",18224,39,41.813871713,-87.705281216,"(41.813871712794324, -87.70528121645657)"
6901278,"01/19/2023",2023-01-19,"CN073014","OPEN","","REPAIR EXTERIOR DOOR","OTHER   :    :OTHER","EAST ELEVATION  5850 / EXTERIOR DOOR DOES NOT LATCH","Failed to maintain exterior door in sound condition and repair.  (13-196-550(d) and (e), 13-196-641)","87296",13911705,"FAILED","N","COMPLAINT","CONSERVATION","5850 S DR MARTIN L KING JR DR",5850,"S","DR MARTIN L KING JR","DR",19035,NA,41.787839648,-87.615956921,"(41.78783964753804, -87.61595692082952)"
6901250,"01/19/2023",2023-01-19,"PL151137","OPEN","","OPEN","","","","86839",13911641,"PASSED","N","PERMIT","PLUMBING","2145 S MILLARD AVE",2145,"S","MILLARD","AVE",273988,NA,41.852667917,-87.716100444,"(41.8526679166743, -87.71610044379733)"
6900869,"06/01/2023",2023-01-13,"EV1111","COMPLIED","05/31/2023","MAINTAIN OR REPAIR HYDRO ELEVA","","CLEAN PIT OF OIL - LOCATE AND REPAIR SOURCE OF LEAKING HYDRAULIC OIL.(PREVIOUSLY CITED)","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348",14077966,"PASSED","N","PERIODIC","ELEVATOR","6000 N SHERIDAN RD",6000,"N","SHERIDAN","RD",12754,NA,41.991085928,-87.655562982,"(41.99108592777995, -87.65556298160936)"
6901179,"06/30/2023",2023-01-19,"CN197019","OPEN","","INSTALL SMOKE DETECTORS","INTERIOR:002 :","FRONT STAIRWAY, APT 2W ,APT 1W AND BASEMENT W - MISSING SMOKE ALARMS  (14X-5-504.8, 14X-5-504.8.4, 14B-9-907.2.10.1 THROUGH 14B-9-907.2.10.7, AND 14R-11-1104, 14X-5-504.8.4 )","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","112463",14114302,"FAILED","N","COMPLAINT","CONSERVATION","4355 W LE MOYNE ST",4355,"W","LE MOYNE","ST",65734,NA,41.907523558,-87.736044758,"(41.90752355846601, -87.73604475795639)"
6901111,"08/08/2023",2023-01-18,"CN107015","COMPLIED","07/19/2023","ILLUMINATE PUBLIC STAIR/HALL","OTHER   :    :INTERIOR, BL00876","6614 S. STAIRWAY AT 1ST FLOOR LANDING - DARK WITH LIGHT FIXTURE NOT ILLUMINATED","Failed to provide and maintain adequate illumination for public hall and stairwell.  (13-196-080, 13-196-450, 13-160-660, 13-160-670)","112463",13911577,"FAILED","N","COMPLAINT","CONSERVATION","6614 S KENWOOD AVE",6614,"S","KENWOOD","AVE",19654,NA,41.774593541,-87.593086819,"(41.77459354119298, -87.5930868190583)"
6900663,"11/06/2023",2023-01-18,"NC6012","COMPLIED","10/25/2023","1HR PUB.CORRIDOR IN MULT. D.U.","OTHER   :    :OTHER BL00876","SOUTH ELEVATION / AREAWAY CEILING -COVERED WITH OSB PLYWOOD.","Failed to enclose public corridor in multiple dwellings with partitions, floors and ceilings providing at least one hour fire resistance.  (13-64-020(b))","371335",13911140,"FAILED","N","COMPLAINT","CONSERVATION","6428 S CARPENTER ST",6428,"S","CARPENTER","ST",379568,NA,41.776959126,-87.650933721,"(41.77695912632176, -87.650933721344)"
6900396,"01/18/2023",2023-01-18,"CN067024","OPEN","","REPAIR EAVES","EXTERIOR:N   :","ALL ELEVATIONS  - ROTTED AND LOOSE EAVE BOARDS.","Failed to maintain roof eaves in good repair and free from cracks and defects which may admit rain.  (13-196-530, 13-196-530(c), and 13-196-641)","BL00904",13910864,"FAILED","N","COMPLAINT","CONSERVATION","816 N LEAMINGTON AVE",816,"N","LEAMINGTON","AVE",54572,NA,41.895505015,-87.754539519,"(41.895505014763415, -87.75453951929387)"
6900635,"01/18/2023",2023-01-18,"CN041063","OPEN","","CUT OR REMOVE HIGH WEEDS","OTHER   :    :OTHER","REAR YARD -  OVERGROWN WEEDS ( RAT HARBORAGE ).","Failed to cut or remove weeds, grass or other growth that present a fire hazard.  (15-4-970)","371335",13911133,"FAILED","N","COMPLAINT","CONSERVATION","7237 S HERMITAGE AVE",7237,"S","HERMITAGE","AVE",411728,NA,41.761945662,-87.667233319,"(41.76194566174284, -87.66723331917721)"
6900556,"01/18/2023",2023-01-18,"CN165017","OPEN","","FLOOR, KIT & BATH NON-ABSORB","OTHER   :    :OTHER","KITCHEN AND BATHROOM FLOORS - MISSING TILES.","Replace defective bathroom floor with non-absorbent, water impervious, and easily cleanable material. (13-196-540 F)","BL00831",13911062,"FAILED","N","COMPLAINT","CONSERVATION","10537 S LAFAYETTE AVE",10537,"S","LAFAYETTE","AVE",503453,NA,41.702438541,-87.62443149,"(41.7024385408648, -87.62443149027439)"
6900485,"01/18/2023",2023-01-18,"PL154027","OPEN","","SUPPLY HOT WTR MIN TEMP 120DEG","OTHER   :    :OTHER","CB154027 - 2ND FLOOR APT. HOT HATER PROVIDED AT 60F. (14X-9-905.2, 14X-9-905.2.1 AND 14X-9-905.5)","Supply adequate hot water with minimum temperature of 120 degrees F. (13-196-430)","BL00831",13910948,"FAILED","N","COMPLAINT","CONSERVATION","4627 S ASHLAND AVE",4627,"S","ASHLAND","AVE",311223,10,41.809661078,-87.664854792,"(41.80966107771245, -87.6648547917896)"
6900702,"01/18/2023",2023-01-18,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING-NO RESPONSE,UNVERIFIED DETECTORS ,CONDITIONS,AND OCCUPANCY.","Arrange for inspection of premises. (13-12-100)","BL00708",13911164,"FAILED","N","COMPLAINT","CONSERVATION","5344 N NEENAH AVE",5344,"N","NEENAH","AVE",205721,NA,41.978793193,-87.790384501,"(41.978793192627954, -87.79038450113715)"
6900592,"01/17/2023",2023-01-17,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERILOR OF BUILDING -  NO RESPOSNE, UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO VERIFY COMPLAINT OF FLOOR CAVING IN AT 1ST FLOOR APT.","Arrange for inspection of premises. (13-12-100)","371335",13911121,"FAILED","N","COMPLAINT","CONSERVATION","4828 S DAMEN AVE",4828,"S","DAMEN","AVE",323029,NA,41.805804523,-87.67476649,"(41.80580452329897, -87.67476649045147)"
6900601,"01/17/2023",2023-01-17,"CN063014","OPEN","","CHIMNEY","OTHER   :    :OTHER","BUILDING / CHIMNEY - WASHED OUT MORTAR.","Failed to maintain chimney in safe and sound working condition.  (13-196-590, 13-196-530(b) and (c), 13-196-641)","371335",13911123,"FAILED","N","COMPLAINT","CONSERVATION","5039 S SEELEY AVE",5039,"S","SEELEY","AVE",323152,NA,41.801876641,-87.675591143,"(41.801876641391196, -87.67559114310565)"
6900361,"01/18/2023",2023-01-18,"PL160017","OPEN","","REMV OBSTR FROM DRAINAGE SYSTM","OTHER   :    :OTHER","APT. 901, KITCHEN SINK - CLOGGED DRAIN.","Remove obstruction from plumbing and drainage system. (13-168-120),  (18-29-102.3)","BL00831",13910847,"FAILED","N","COMPLAINT","CONSERVATION","50 W 71ST ST",50,"W","71ST","ST",25232,NA,41.765552617,-87.626824833,"(41.76555261652991, -87.62682483348057)"
6900730,"09/11/2023",2023-01-17,"CN065014","COMPLIED","08/08/2023","REPAIR LINTELS","OTHER   :    :OTHER","WEST ELEVATION - 3RD FL WINDOWS AND ENTRY DOORS; SOUTH ELEVATION - MOST WINDOWS - PARTICULARLY ON EAST END /LINTELS - WARPED AND RUSTED WITH LARGE GAPS PACKED WITH MORTAR. PLANS AND PERMITS REQUIRED FOR LINTEL REPAIR.","Failed to maintain lintel in good repair and free from cracks and defects.  (13-196-530(e), 13-196-641)","282126",14128367,"PASSED","N","COMPLAINT","CONSERVATION","3007 N FRANCISCO AVE",3007,"N","FRANCISCO","AVE",8549,NA,41.936007951,-87.700032819,"(41.93600795073726, -87.7000328192166)"
6900269,"01/18/2023",2023-01-11,"EV1760","OPEN","","MAINT VERT RECIP CONVEYOR","","CODE DATA TAG","Failed to maintain vertical reciprocating conveyor equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-390)","541345",13895400,"FAILED","N","PERMIT","ELEVATOR","6846 W NORTH AVE",6846,"W","NORTH","AVE",83163,NA,41.909111369,-87.796670959,"(41.90911136888184, -87.79667095922032)"
6900318,"01/18/2023",2023-01-13,"EV1111","OPEN","","MAINTAIN OR REPAIR HYDRO ELEVA","","PROPERLY MAINTAIN BOTH ELEVATOR'S IN SAFE WORKING OPERATION.ELEVATOR'S ARE CURRENTLY OUT OF SERVICE","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541345",11668639,"FAILED","N","PERIODIC","ELEVATOR","4923 W ARMITAGE AVE",4923,"W","ARMITAGE","AVE",79203,NA,41.91676597,-87.750446426,"(41.91676596988373, -87.75044642630328)"
6900357,"01/18/2023",2023-01-18,"CN135016","OPEN","","MICE/RODENTS","OTHER   :    :OTHER","BUILDING INFESTED WITH MICE, INCLUDING APTS. 303 AND 1701.","Exterminate rodents in building and seal openings through which they gain access. (13-196-530 D, 13-196-630 C, 7-28-660)","BL00831",13910847,"FAILED","N","COMPLAINT","CONSERVATION","50 W 71ST ST",50,"W","71ST","ST",25232,NA,41.765552617,-87.626824833,"(41.76555261652991, -87.62682483348057)"
6900577,"01/18/2023",2023-01-18,"PL155017","OPEN","","PROVIDE COLD WATER TO FICTURES","OTHER   :    :OTHER","CB155017 - S.F.R - NO COLD WATER PROVIDED. (BASEMENT PIPES ARE MISSING SECTION, HOUSE IS WITHOUT WATER)(14X-9-905.4)","Provide kitchen sink, bathroom sink, and/or bath tub or shower with cold water supply line, installed and connected. (13-196-420)","BL00831",13911064,"FAILED","N","COMPLAINT","CONSERVATION","10537 S LAFAYETTE AVE",10537,"S","LAFAYETTE","AVE",503453,NA,41.702438541,-87.62443149,"(41.7024385408648, -87.62443149027439)"
6900611,"01/18/2023",2023-01-18,"CN061014","OPEN","","REPAIR EXTERIOR WALL","OTHER   :    :OTHER","WEST ELEVATION / EXTEIOR WALL - WASHED OUT MORTAR.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","371335",13911125,"FAILED","N","COMPLAINT","CONSERVATION","5371 S ROCKWELL ST",5371,"S","ROCKWELL","ST",334017,NA,41.79531127,-87.68881948,"(41.79531126998831, -87.68881947975403)"
6900753,"01/17/2023",2023-01-17,"CN061014","OPEN","","REPAIR EXTERIOR WALL","OTHER   :    :OTHER","FRONT ELEVATION - WEST BAY - AROUND GLASS BLOCK; EAST BAY - 1ST FL - WESTERN CORNER  /MASONRY - STEP CRACKS WITH WASHED OUT MORTAR.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","455370",13911179,"FAILED","N","COMPLAINT","CONSERVATION","2112 W FARRAGUT AVE",2112,"W","FARRAGUT","AVE",199283,NA,41.977007697,-87.682454922,"(41.97700769680063, -87.6824549224155)"
6900675,"01/18/2023",2023-01-18,"CN070024","OPEN","","REPAIR PORCH SYSTEM","OTHER   :    :OTHER","WEST ELEVATION / 1 STORY PORCH WITH ROOF. DECK STRUCTURE - SAGGING IN CENTER. DECK JOISTS -  PROPPED UP WITH 4X4 LEG ON A CONCRETE BLOCK SITTING ON DIRT. UPPER ENDS OF STRINGERS -  FASTENED WITH NAILS ONLY. CENTER OF STAIRS -  PROPPED UP WITH 4X4 ON WOOD BLOCK THAT IS PLACED ON DIRT. STAIR TREADS -  ROTTING AND CRACKING. BOTTOM OF HANDRAIL - DETACHED AND LOOSE. ALL RAILING SYSTEMS - FASTENED WITH NAILS ONLY. EAST ELEVATION / 2 STORY WOOD PORCH / LEDGER BOARD BOLTS -  SPACED UP TO 32 INCHES APART. BEAM TO BEAM FASTENED  WITH NAILS ONLY AND HAS DROPPED UP TO 1/2 INCH. UPPER ENDS OF STRINGERS -  FASTENED WITH SCREWS ONLY. HANDRAIL - LOOSE AND UNSTABLE. ALL RAILING SYSTEMS -  FSATENED WITH NAILS ONLY. STAIR TREADS -  ROTTING AND CRAKED. TOP RAILS - ROTTING AND DETERIORATED. PLANS AND PERMIT REQUIRED FOR ALL PORCH REPAIRS. SUBJECT TO FIELD INSPECTION AND APPROVAL.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","371335",13911142,"FAILED","N","COMPLAINT","CONSERVATION","6605 S PEORIA ST",6605,"S","PEORIA","ST",379955,NA,41.774054657,-87.646921857,"(41.774054657213384, -87.64692185744134)"
6900740,"01/17/2023",2023-01-17,"CN062024","OPEN","","PARAPET","OTHER   :    :OTHER","FRONT ELEVATION - UPPER PARAPET /BRICKS - MISSING, SPALLING, AND CRUMBLING; SEVERELY WASHED OUT MORTAR WITH GREEN GROWTH THROUGHOUT; STEP CRACKS WITH WIDE OPEN GAPS. PERMITS REQUIRED FOR REPAIR TO PARAPET WALL. FRONT ELEVATION - LOWER PARAPET /BRICKS - CRACKING AT BOTH CORNER COLUMNS WITH STEP FRACTURES AND WASHED OUT MORTAR; BRICKS SHIFTED AND CRUMBLING; WIDE OPEN GAPS AT COPING. PERMITS REQUIRED FOR REPAIRS TO MASONRY WALLS.","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","455370",13911175,"FAILED","N","COMPLAINT","CONSERVATION","3017 W DIVERSEY AVE",3017,"W","DIVERSEY","AVE",7571,NA,41.931945228,-87.703264622,"(41.93194522820835, -87.70326462171393)"
6900347,"01/17/2023",2023-01-17,"EL0019","OPEN","","DEFECTIVE FIXTURES","OTHER   :    :OTHER","STAIRWAYS LIGHT FIXTURES AT 22A, 20A,10A AND 10B - FAILED TEST.","Replace defective light fixture. (18-27-410.22, 18-27-410.23, 18-27-410.24, 18-27-240.27, 18-27-410.36, 18-27-410.37, 18-27-410.38, 18-27-410.39)","BL00831",13910845,"FAILED","N","COMPLAINT","CONSERVATION","6430 S STONY ISLAND AVE",6430,"S","STONY ISLAND","AVE",19664,NA,41.777842522,-87.586523291,"(41.77784252211677, -87.58652329099885)"
6900374,"01/18/2023",2023-01-18,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","NO ENTRY TO INSP FOR CONDITIONS AND DETECTORS","Arrange for inspection of premises. (13-12-100)","87296",13910857,"FAILED","N","COMPLAINT","CONSERVATION","9908 S EXCHANGE AVE",9908,"S","EXCHANGE","AVE",492153,NA,41.715123238,-87.552498134,"(41.71512323835253, -87.55249813351132)"
6900427,"01/18/2023",2023-01-18,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","NO ENTRY TO INSP FOR CONDITIONS AND DETECTORS.","Arrange for inspection of premises. (13-12-100)","87296",13910875,"FAILED","N","COMPLAINT","CONSERVATION","8420 S MANISTEE AVE",8420,"S","MANISTEE","AVE",26109,NA,41.742101297,-87.557727188,"(41.74210129722631, -87.55772718793293)"
6900287,"01/18/2023",2023-01-12,"EV1110","OPEN","","MAINTAIN OR REPAIR ELECT ELEVA","","PROVIDE SUMP PUMP COVER IN FREIGHT ELEVATOR PIT","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541345",13679027,"FAILED","N","PERIODIC","ELEVATOR","1918 N MENDELL ST",1918,"N","MENDELL","ST",5561,NA,41.9172165,-87.665873237,"(41.91721649958028, -87.66587323662567)"
6900687,"01/18/2023",2023-01-18,"CN066034","OPEN","","REPAIR BALCONY","EXTERIOR:S   :","FRONT OF PROPERTY / BACLONY CEILING - METAL PANELING, LOOSE.","Failed to maintain balcony in good repair and free from cracks and defects.  (13-196-530(e), 13-196-641)","447020",13911154,"FAILED","N","COMPLAINT","CONSERVATION","4302 W WILCOX ST",4302,"W","WILCOX","ST",249957,NA,41.878889731,-87.733161002,"(41.87888973110793, -87.7331610015678)"
6900720,"01/18/2023",2023-01-18,"CN197039","OPEN","","RELOCATE SMOKE DETECTOR","OTHER   :    :OTHER","FRONT INTERIOR STAIR / SMOKE DETECTOR 3 FT TO THE CEILING AND BEEPING . PER SECTION CODE (14B-9-907.2.10.1 THRU 14B-9-907.2.10.4) DETECTORS","Relocate improperly installed smoke detectors. (13-196-110) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","87296",13911168,"FAILED","N","COMPLAINT","CONSERVATION","7144 S BENNETT AVE",7144,"S","BENNETT","AVE",406639,42,41.764766488,-87.5794867,"(41.764766488218335, -87.57948670010798)"
6900561,"01/18/2023",2023-01-18,"CN015062","OPEN","","OBSTRUCTIONS IN EXIT WAY","OTHER   :    :OTHER","FRONT INTERIOR STAIRS 1ST TO 2ND FLOOR ARE ONLY 29"" WIDE, TREADS ONLY 8"" DEEP. PLANS AND PERMIT REQUIRED TO REPAIR STAIRS.","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00831",13911062,"FAILED","N","COMPLAINT","CONSERVATION","10537 S LAFAYETTE AVE",10537,"S","LAFAYETTE","AVE",503453,NA,41.702438541,-87.62443149,"(41.7024385408648, -87.62443149027439)"
6900602,"01/17/2023",2023-01-17,"CN138106","OPEN","","STOP/REMOVE NUISANCE","OTHER   :    :OTHER","SOUTH SIDE LOT - STORING NUMEROUS ABANDONED CARS, TRUCKS, VANS AND CONSTRUCTION MATERIALS.","Remove and stop nuisance. (7-28-060)","371335",13911123,"FAILED","N","COMPLAINT","CONSERVATION","5039 S SEELEY AVE",5039,"S","SEELEY","AVE",323152,NA,41.801876641,-87.675591143,"(41.801876641391196, -87.67559114310565)"
6900378,"01/18/2023",2023-01-18,"CN140016","OPEN","","DWELLING CLEAN AND SANITARY","OTHER   :    :OTHER","BASEMENT /UNSANITARY CONDITIONS - CLOTH AND TRASH ON FLOOR NEAR REAR BASEMENT 5X10 FT","Keep premises clean, sanitary, and safe. (13-196-620 A, 13-196-630)","87296",13910857,"FAILED","N","COMPLAINT","CONSERVATION","9908 S EXCHANGE AVE",9908,"S","EXCHANGE","AVE",492153,NA,41.715123238,-87.552498134,"(41.71512323835253, -87.55249813351132)"
6900625,"01/18/2023",2023-01-18,"CN073014","OPEN","","REPAIR EXTERIOR DOOR","OTHER   :    :OTHER","EAST AND WEST ELEVATIONS / EXTERIOR WOOD DOORS -  ROTTING AND DERLAMINATED. SOUTH EXTERIOR DOOR FRAME - ROTTING WOOD.","Failed to maintain exterior door in sound condition and repair.  (13-196-550(d) and (e), 13-196-641)","371335",13911129,"FAILED","N","COMPLAINT","CONSERVATION","4547 W 55TH ST",4547,"W","55TH","ST",355686,NA,41.792968582,-87.73727867,"(41.79296858155535, -87.73727866961137)"
6900486,"01/18/2023",2023-01-18,"PL155017","OPEN","","PROVIDE COLD WATER TO FICTURES","OTHER   :    :OTHER","CB155017 -2ND FLOOR APT. - NO COLD WATER PROVIDED. (14X-9-905.4).","Provide kitchen sink, bathroom sink, and/or bath tub or shower with cold water supply line, installed and connected. (13-196-420)","BL00831",13910948,"FAILED","N","COMPLAINT","CONSERVATION","4627 S ASHLAND AVE",4627,"S","ASHLAND","AVE",311223,10,41.809661078,-87.664854792,"(41.80966107771245, -87.6648547917896)"
6900628,"01/18/2023",2023-01-18,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING -  NO RESPONSE, UNVERIFIED DETECTORS, CONDITIONS AND OCCUPANCY.","Arrange for inspection of premises. (13-12-100)","371335",13911131,"FAILED","N","COMPLAINT","CONSERVATION","5843 S WHIPPLE ST",5843,"S","WHIPPLE","ST",352322,59,41.786851894,-87.699559321,"(41.78685189377856, -87.69955932080397)"
6900593,"01/17/2023",2023-01-17,"CN073024","OPEN","","REPAIR EXTERIOR DOOR FRAME","OTHER   :    :OTHER","SOUTH ELEVATION AT GRADE / EXTERIOR DOOR - MISSING EXTERIOR TRIM. DOOR FRAME HAS LARGE GAPS ON SIDES AND AT TOP ( ENTRY POINTS FOR RODENTS ).","Failed to maintain exterior door frames to exclude rain and wind from entering building and otherwise in sound condition and repair.  (13-196-550, 13-196-550(f), 13-196-641)","371335",13911121,"FAILED","N","COMPLAINT","CONSERVATION","4828 S DAMEN AVE",4828,"S","DAMEN","AVE",323029,NA,41.805804523,-87.67476649,"(41.80580452329897, -87.67476649045147)"
6900401,"01/18/2023",2023-01-18,"CN104035","OPEN","","MAINTAIN WINDOW","EXTERIOR:E   :","FRONT AND REAR ATTIC  -ROTTED WINDOW FRAMES.","Failed to maintain windows in sound condition and good repair.  (13-196-550(b) and (f))","BL00904",13910864,"FAILED","N","COMPLAINT","CONSERVATION","816 N LEAMINGTON AVE",816,"N","LEAMINGTON","AVE",54572,NA,41.895505015,-87.754539519,"(41.895505014763415, -87.75453951929387)"
6900377,"01/18/2023",2023-01-18,"CN070014","OPEN","","REPAIR EXTERIOR STAIR","OTHER   :    :OTHER","FRONT / EXTERIOR STAIR - GRADE TO 1ST FL .CEMENT STEP CRACKED .","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","87296",13910857,"FAILED","N","COMPLAINT","CONSERVATION","9908 S EXCHANGE AVE",9908,"S","EXCHANGE","AVE",492153,NA,41.715123238,-87.552498134,"(41.71512323835253, -87.55249813351132)"
6900594,"01/17/2023",2023-01-17,"CN104035","OPEN","","MAINTAIN WINDOW","OTHER   :    :OTHER","BUILDING / WINDOW FRAMES - ROTTING WOOD.","Failed to maintain windows in sound condition and good repair.  (13-196-550(b) and (f))","371335",13911121,"FAILED","N","COMPLAINT","CONSERVATION","4828 S DAMEN AVE",4828,"S","DAMEN","AVE",323029,NA,41.805804523,-87.67476649,"(41.80580452329897, -87.67476649045147)"
6900482,"01/18/2023",2023-01-18,"CN132016","OPEN","","HEAT UNIT ADEQUATELY","OTHER   :    :OTHER","CB132016- 2ND FLOOR APT. TEMP WAS 62F AT 11:00AM. BOILER IS OUT OF SERVICE (14X-8-802.2, 14X-8-802.2.1 AND 14X-8-802.2.2)","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","BL00831",13910948,"FAILED","N","COMPLAINT","CONSERVATION","4627 S ASHLAND AVE",4627,"S","ASHLAND","AVE",311223,10,41.809661078,-87.664854792,"(41.80966107771245, -87.6648547917896)"
6900557,"01/18/2023",2023-01-18,"CN136016","OPEN","","ROACHES","OTHER   :    :OTHER","HOUSE INFESTED WITH ROACHES.","Exterminate roaches and keep dwelling insect-free. (13-196-630 C)","BL00831",13911062,"FAILED","N","COMPLAINT","CONSERVATION","10537 S LAFAYETTE AVE",10537,"S","LAFAYETTE","AVE",503453,NA,41.702438541,-87.62443149,"(41.7024385408648, -87.62443149027439)"
6900286,"01/18/2023",2023-01-12,"EV1110","OPEN","","MAINTAIN OR REPAIR ELECT ELEVA","","INSTALL EMERGENCY PHONE INSIDE FREIGHT ELEVATOR","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541345",13679027,"FAILED","N","PERIODIC","ELEVATOR","1918 N MENDELL ST",1918,"N","MENDELL","ST",5561,NA,41.9172165,-87.665873237,"(41.91721649958028, -87.66587323662567)"
6900678,"01/18/2023",2023-01-18,"CN067024","OPEN","","REPAIR EAVES","OTHER   :    :OTHER","WEST ELEVATION / GABLE END ROOF EAVES -  HOLE AND GAPS AT CORNERS ( ENTRY POINT FOR RODENTS AND WILDLIFE ).","Failed to maintain roof eaves in good repair and free from cracks and defects which may admit rain.  (13-196-530, 13-196-530(c), and 13-196-641)","371335",13911142,"FAILED","N","COMPLAINT","CONSERVATION","6605 S PEORIA ST",6605,"S","PEORIA","ST",379955,NA,41.774054657,-87.646921857,"(41.774054657213384, -87.64692185744134)"
6900397,"01/18/2023",2023-01-18,"CN076024","OPEN","","REPAIR GUTTER & DOWNSPOUT","EXTERIOR:N   :","ALL ELEVATIONS - LOOSE ,DAMAGED OR SHIFTED GUTTERS AND DOWNSPOUTS.","Failed to maintain roof gutters and downspouts in good repair and working condition.  (13-196-590, 13-196-630(b), 13-196-641, 18-29-1101, 18-29-1105, 18-29-1106)","BL00904",13910864,"FAILED","N","COMPLAINT","CONSERVATION","816 N LEAMINGTON AVE",816,"N","LEAMINGTON","AVE",54572,NA,41.895505015,-87.754539519,"(41.895505014763415, -87.75453951929387)"
