Season,Episode,Character,Line
03,09,Barney,"Um, most Thanksgivings."
03,09,Marshall,"Don't stress, baby. I'll try to find us something relaxing."
03,09,Lily,"Thanks, baby. Ooh, some classical music, maybe."
03,09,Marshall,"Oh, my! Look at that. That means we're in the final hour of the countdown."
03,09,Barney,I'm not scared.
03,09,Marshall,"Then why is your right cheek twitching? It's not... maybe it's because future me slaps future you so hard, it reverberates back to the present, shattering the time-slap continuum."
03,09,Barney,Please don't slap me.
03,09,Marshall,"I'm sorry, what?"
03,09,Barney,"Oh, God! don't slap me again! I don't want to get slapped again, and the first two times hurt so bad, I don't like it! I don't like it one bit!"
03,09,Marshall,"I thought I ruined it by putting a clock on it, Barney?"
03,09,Barney,"Well, you didn't ruin it; you made it so much worse! I can't eat. I can't sleep. I've lost ten pounds; my suits are wearing me. You know what? I'm outta here."
03,09,Marshall,"Well, no, no, no. you can't leave."
03,09,Barney,"Why can't I?! Nowhere in the rules does it say that I have to sit through sort of mental torture! You are allowed to slap my face, Sir, but you are not allowed to slap my mind! Good day!"
03,09,Marshall,But it's Slapsgiving.
03,09,Lily,"No! It's not! It's Thanksgiving! Our first one as a married couple, as grownups and you're not even trying to be a part of it! None of you are! So... as slap bet commissioner, I'm issuing a ruling. Thanksgiving is a day of peace. There will be no slaps today!"
03,09,Marshall,What?!
03,09,Barney,Yes! In your face! Not my face... your face!
03,09,Marshall,"Baby,please... -no!"
03,09,Lily,"The slap bet commissioner's word is final, so get in the kitchen and mash some potatoes, now. And for the rest of the day, we are going to enjoy a civilized, grownup holiday."
03,09,Robin,"Look at us! We can't be alone together, can we?"
03,09,Ted,Apparently not.
03,09,Robin,What does that mean? We're supposed to be friends.
03,09,Ted,"We aren't friends, are we? Not really. We avoid each other. We smile politely. We're two people who pretend to be friends because it would be inconvenient not to."
03,09,Robin,"Well, maybe we should stop pretending."
03,09,Ted,Maybe we should.
03,09,Robin,So... what do we do now?
03,09,Ted,I suppose... we eat dinner. And then that's it.
03,09,Robin,Okay.
03,09,Ted,Happy Thanksgiving.
03,09,Barney,"Marshall, you're not eating. Did something spoil your slap-petite?"
03,09,Marshall,"No, i just thought...before we eat, maybe the chef would like to say a few words."
03,09,Lily,Nope. This sucks. Eat up and leave.
03,09,Marshall,"Well, then, I'd like to say something. If that's cool? Um... today, Lily did something great. Not only did she gather us all here together and cook a delicious meal, but she also started a new tradition. We're gonna do this again next year, and the year after that... maybe for the rest of our lives. I think that's pretty amazing if you think about it. And it's all thanks to you,Lily. I love you. So, to the first of many Thanksgivings together."
03,09,Robin, Robin: Major buzz-kill.
03,09,Lily,"Oh, no..."
03,09,Barney,I thought we were done with that?
03,09,Robin,I guess we're not.
03,09,Ted,Guess we're not.
03,09,Barney,"Hey, check it out! We're in the last 20 seconds of Marshall's countdown to nothing."
03,09,Lily,"Barney, put it away."
03,09,Barney,"How does it feel, Marshall,to sit there, impotently... your large, flaccid hand,just dangling in the wind?"
03,09,Barney,"Ooh, classy touch, dude. Too bad!"
03,09,Lily,"Barney, put it away."
03,09,Barney,I will in... five...
03,09,Lily,You can slap him.
03,09,Barney,"What?! Wait, you..."
03,09,Marshall,"That's three! Thanks, baby, you're the best. And as a special, added bonus, I've composed a song just for this occasion. Ted, lights! (Marshall starts playing the piano and singing) *What is this feelin' that's put you in your place a hot, red burnin' on the side of your face you feel the blood rush to your cheek. Tears start to fill your eyes and your lips are tremblin' but you can't speak,you're tryin', oh, you're tryin' not to cry! You just got sla-apped-oh, oh! Across the face, my friend-oh, oh, oh! You just got slapped. Yes, that really just happened. Everybody saw it and everybody laughed and clapped, it was awesome. Wait,you just got... slapped. Happy Slapsgiving, everybody.*"
03,09,Lily,"Well, guys have fun."
03,09,Ted,This is gonna be majoy cleaner.
03,09,Marshall,"Oh man, we're gonna be doing this all the time, now aren't we?"
03,09,Robin,That's the general idea.
03,11,Barney,"oh, that's not a tattoo. That, dear boy, is a tramp stamp!"
03,11,Ted,a tramp stamp?!
03,11,Ted,"Say goodbye, kids, 'cause it won't be around much longer. (He shows his tattoo)"
03,11,Lily,"oh, but Ted, if you get rid of the butterfly, how's everyone gonna know you're a stripper fron reno with daddy issues?"
03,11,Ted,"yes, yes, enjoy these final moments of mockery because in just ten surprisingly expensive sessions, Stella is gonna zap that butterfly right off the face of my lower back."
03,11,Lily,Stella?
03,11,Ted,Dr Stella Zinman. She's the best in the business. And she's rather cute in fact. In fact... we're going to a movie together tonight.
03,11,Barney,what?
03,11,Ted,I asked her out.
03,11,Barney,what's matter with you?
03,11,Ted,What? What do you mean?
03,11,Barney,Dude... don't poop where you eat.
03,11,Ted,"oh, no, this doesn't count."
03,11,Marshall,"If it's someone you see on a regular basis, and you can't avoid them..."
03,11,Lily,"and in this case, you're paying them... then yes, it counts."
03,11,Barney,"You've heard of the golden rule, right? ""love their neighbor?"""
03,11,Ted,"uh, actually, it's ""do unto others as you would have them do unto you."" It's from the bible."
03,11,Barney,"Damn it Ted, i've worked out this whole thing where the golden rule is ""love thy neighbor"", ok?... Now the golden rule is ""love thy neigbor"". But, there's one rule above it: the platinum rule: ""never ever, ever, ever, love thy neighbor."""
03,11,Ted,"Well, that's cute. But she's not my neighbor, she's my doctor. So if you'll excuse me..."
03,11,Robin,"Wait, Ted, Barney has a point. Remember what happened with me and curt down at the station?"
03,11,Marshall,"Oh, yeah, and remember what happened with us and the gerards across the hall?"
03,11,Barney,Need i remind you about me and Wendy the waitress?
03,11,Barney,"good, then we've got a solid half hour. And in that time, we will convince you not to set foot out that door. It's a story older than time, my friend, and it always plays out in the same eight steps. Step 1: Attraction."
03,11,Barney,It's true.
03,11,Marshall,That's not even possible.
03,11,Barney,12 of them.
03,11,Marshall,There's no way.
03,11,Barney,Thanks.
03,11,Marshall,"Oh, hi, welcome to the building. Yeah."
03,11,Lily,We love brunch!
03,11,Robin,yeah!
03,11,Robin,"Oh, welcome. You look really familiar. Are you a former athlete?"
03,11,Barney,"But you know better. You've seen your friends make the same mistakes before. You've laughed smugly at them.(laughs) Idiots! But still, you think, ""this is different. The platinum rule doesn't apply to me."" And that step 2! Bargaining."
03,11,Robin,I think i've got a little crush on our sports guy.
03,11,Robin,"I know, i know but he used to play hockey, and i'm canadian. I can't help it. If he were missing some teeth, i probably would have already hit that."
03,11,Lily,"Robin, it's a mistake. Remember what happened with me and Marshall? The Gerards across the hall?"
03,11,Lily,Michael and LAura. They're awesome. We're gonna invite them over for dinner.
03,11,Ted,"This is NYC.You don't get close to the neighbors. You nod at them politely in the hall. You call the cops if you haven't seen them in a while and you smell something funny, and that is it."
03,11,Lily,we're not gonna date them. We're just gonna be friends with them.
03,11,Barney,That's the couples version of dating.
03,11,Robin,"And you've got the couples version of the hots for them. Oh, yeah, you want to browse at pottery barn with them. You want to go antiquing with them, don't you? Oh, yeah, you want to antique the crap out of them."
03,11,Barney,Need i remind you what happened with me and Wendy the waitress?
03,11,Barney,I've decided to seduce Wendy the waitress.
03,11,Barney,Request denied! What rule is there that say's i can't seduce the waitress at my favorite bar?
03,11,Lily,I don't know. I'd expect you to have one already.
03,11,Robin,"Yeah, with some sort of catchy name."
03,11,Barney,"Well, i don't. I don't have one and i never will be because it's a great idea. Come on, guys! She's gullible. I'm bored. We're perfect for each other."
03,11,Ted,"Barney, we love this bar. If you screxw over Wendy the waitress, you're going to kill the bar."
03,11,Robin,Bar killer.
03,11,Marshall,"Don't kill the bar, dude."
03,11,Barney,"yeah, well... I think it'll be okay."
03,11,Marshall,"yeah, well, i think it'll be okay."
03,11,Robin,"yeah, well... I think it'll be okay."
03,11,Robin,And it was a huge mistake.
03,11,Ted,"yeah, well... I think it'll be okay."
03,11,Barney,"Ted, trust me. You don't want to do this."
03,11,Ted,"Look, Stella and i are adults; we're both smart, mature people capable of making good decisions."
03,11,Robin,You have a butterfly tramp stamp.
03,11,Ted,"We're just seeing a movie. If it seems at all weird, i'll back off."
03,11,Barney,That's what everyone thinks and then along comes step 3: Submission.
03,11,Barney,Good night!
03,11,Barney,Not at all.
03,11,Lily,Want to have dinner with us tonight?
03,11,Barney,Club soda can get anything off.
03,11,Barney,"hey, can i get a gin and tonic?"
03,11,Ted,"See, i bet you didn't pay for that gin and tonic."
03,11,Barney,"oh, i paid for it."
03,11,Ted,"But you got to admit, there is an upside to breaking the platinum rule. Like maybe as her boyfrien, i could get a discount on treatments."
03,11,Barney,"Oh, Ted, of course there's an upside. At first, that's step 4: Perks."
03,11,Robin,"we can split a cab to work together. We always have a standing lunch date. And last night, at the hockey game, Curt got us into the locker room, and i met Mason Raymond. Left wing for the Vancouver canucks."
03,11,Barney,What the opposite of name-dropping?
03,11,Robin,"Damn it you guys, be psyched. Yes, we see each other every day, but i think it's going really well."
03,11,Lily,That's what we thought.
03,11,Lily,And it's so conveniant. They're right across the hall. Say it's sunday and we want to have a brunch double date with someone.
03,11,Marshall,We just go across the hall.
03,11,Lily,And say we want to have a dinner party exploring the wine and cuisine of France's Loire Valley.
03,11,Marshall,We just go across the hall.
03,11,Lily,Say we want to play a game of charades...
03,11,Lily,"Come on people, get excited for us! We've got a great thing going here."
03,11,Barney,That's what i thought.
03,11,Marshall,"Dude, you got to flick it."
03,11,Barney,you don't have... (Wendy the waitress comes and serves food to Barney)
03,11,Barney,"Come on, guys, free nachos. What?"
03,11,Ted,We like this bar.
03,11,Marshall,"Don't kill the bar, dude."
03,11,Ted,"Barney, we love this bar."
03,11,Marshall,"Don't kill the bar, dude."
03,11,Ted,This bar is like home to us.
03,11,Lily,You're killing the bar.
03,11,Barney,"I'm not killing the bar. Wendy the waitress has seen how i operate in this place. It is perfectly clear to everyone involved that this is nothing more than a temporary fling. (Wendy starves him, lovely) It's fiiine."
03,11,Marshall,It's fine.
03,11,Robin,It's fine.
03,11,Robin,But it wasn't.
03,11,Barney,Which brings us to step 5: THE TIPPING POINT.
03,11,Robin,Thanks iron man we'll be right back.
03,11,Robin,So you want to do something later?
03,11,Robin,What are you talking about?
03,11,Robin,"oh, um, i'm sorry, i-i guess i just forgot."
03,11,Marshall,"on my suggestion, you... (Barney looks at a girl)"
03,11,Barney,"hey, Wendy, uh, do me a favor and send a glass of champagne to that pretty young girl over there."
03,11,Barney,over there... YOU... you're the pretty young thing...is what i meant. Champagne? Would you? on me.
03,11,Barney,okay. All right.
03,11,Lily,"um, well, we actually have tickets..."
03,11,Marshall,"Dude, actually, we made other plans, so... okay (Michael mimes) one word. 2 syllables. Sounds like... parades: charades."
03,11,Barney,which brings to step 6.
03,11,Ted,"Yeah, listen i'm leaving so if you want to write the rest of these down, i will read it tomorrow."
03,11,Barney,Don't do this Ted.
03,11,Ted,You want to get out of the way?
03,11,Ted,Don't do this Ted. Don't (He brushes his hair in a mess)
03,11,Ted,Dude! ya! It was perfect! You're such a jerk!
03,11,Barney,Which brings us to step 6. You finally realize you've made a huge mistake and now you have to live with it. Step 6 is called purg... wait for it. Keep waiting. Keep waiting for the eternity only to dicover there's no escap-atory.
03,11,Robin,"God, i'm such an idiot."
03,11,Marshall,yeah.
03,11,Robin,"Curt ""the iron man"" irons keeps leaving me love notes on post-its. On the teleprompter, on my desk, on the coffee-maker, on the jar of sugar packets next to the coffee-maker."
03,11,Robin,The iron man. oh!
03,11,Marshall,I remember that.
03,11,Marshall,Ro! we are such idiots!
03,11,Barney,Yeah!
03,11,Lily,"Every time we step out the door, they're out there waiting for us. Sometimes, we'll send Ted out first as a scout. Nobody's there. Then we'll go out one second later, and there they are."
03,11,Marshall,It's freakin' supernatural. Are they ghosts? Can only we see them?
03,11,Lily,"""Hey neighbor!"" ""Hey, neighbor""""Hey neighbor."""
03,11,Barney,I remember that.
03,11,Barney,How could you guys let me date Wendy the waitress?
03,11,Marshall,Don't kill the bar dude!
03,11,Barney,"tss (He looks at a girl but Wendy is right behind, she smiles, he looks desperate)"
03,11,Ted,"You've got a whole meat locker at home full of corpses, don't you?"
03,11,Barney,"Now look at me. Declawed. Neutered. What was once my jungle is now my zoo and i am forced to mate with the same old lioness again, and again, and again while families pay to watch."
03,11,Ted,"yeah, this metaphor's really falling apart."
03,11,Barney,"Put a bell around my neck and scratch my belly kids, for i am just a docile housecat now. Miaou!"
03,11,Lily,"Well, we love this bar. You can't dump her. Marry her if you have to."
03,11,Robin,Wendy the waitress hyphen Stinson.
03,11,Marshall,don't kill the bar dude.
03,11,Barney,"And so, inevitably, you have to do the thing you've been dreading all along. Now, a relationship-ectomy is a delicate surgery as it is, but in the case of the platinum rule, it takes a very, very steady hand, and that's step 7: CONFRONTATION."
03,11,Robin,"Curt, we need to talk. I like you..."
03,11,Marshall,"guys, we like you a lot..."
03,11,Barney,I don't like you.
03,11,Robin,"We're pretending this works, but it doesn't. And i'm getting a little sick of the whole charade."
03,11,Lily,We're getting a little sick of charades.
03,11,Barney,"I mean, i don't like you that way. I used to like you that way but now that i've seen everything there is to see, i don't know, i kind of want to see those same parts just on other girls."
03,11,Robin,So maybe we could go back to just being coworkers.
03,11,Marshall,Maybe we should just go back to being neighbors.
03,11,Barney,"other girls and you, if you're into that but the other girls have to be there, too. That's the important part."
03,11,Barney,or that. Let's say it's that. So can i get a gin and tonic?
03,11,Barney,"And in any other relationship, that would be it. End of story. But because you have to see this person again, there's a step 8: FALLOUT."
03,11,Robin,"And now, here's Curt ""the iron man"" irons with sports. Curt? (he's demoralized) Curt?"
03,11,Robin,"Uh, well, their perimeter shooting has been a little bit off this season..."
03,11,Robin,And that's sports.
03,11,Lily,Do you see anything?
03,11,Marshall,I think we're clear.
03,11,Lily,"ok go go go. (They go out but the door of the Gerards opens, they gets in quickly)"
03,11,Marshall,That was close.
03,11,Lily,Too close. (Someone knocks on the door) You've got to be kidding me. What do we do?
03,11,Marshall,I have no idea. (it knocks again)
03,11,Ted,"guys, are you here? I forgot my keys. Can you open up?"
03,11,Lily,It's just Ted!
03,11,Marshall,Wait! (He looks at the judha: Ted is alone)
03,11,Ted,Hello? Guys? (Marshall looks again and see the Gerards go out their apartment)
03,11,Marshall,"Baby, we only have one choice."
03,11,Lily,"Okay, hurry! (They come down to the rescue ladder) Michael and Laura are probably..."
03,11,Barney,Thanks Wendy. Of course we can.
03,11,Ted,waouh. I've got to hand it to Wendy the waitress that was very mature of her.
03,11,Barney,She's gonna try to kill me. This is poisoned.
03,11,Ted,What? You're being ridiculous.
03,11,Barney,Yours is poisoned too. She's trying to kill me and everyone close to me.
03,11,Ted,What are you talking about?
03,11,Barney,"Ted! Look at the facts. I dump her and she says ""no hard feelings"". She's a psycho! What other explanation is there?"
03,11,Ted,"Uh, that you're letting yourself believe she's crazy so you don't have to face the far more likely possibility that she doesn't want to date you either?"
03,11,Barney,Where did Marshall get that hamburger?
03,11,Ted,"I don't know, i guess Wendy the Waitress brought it to him."
03,11,Marshall,Dude.
03,11,Barney,You're welcome.
03,11,Robin,"Wait a second. You've been sitting here, pretending to be the expert on all this, but the truth is, this was no real fallout from your breakup at all?"
03,11,Barney,Yet.
03,11,Robin,You're an idiot.
03,11,Ted,"All right, i'm taking off."
03,11,Barney,What?
03,11,Ted,I have a date. (Barney brushes Ted's hair in a mess)
03,11,Ted,You're such a jerk!
03,11,Barney,"Ted, have you not been listening? Attraction, bargaining, submission, perks, tipping point, purgatory, confrontation, fallout! These things will all happen to you as surely as they happened to all of us! It's a rule of nature."
03,11,Ted,"Well, i'm sick of all the rules! There's too many of them! The hot/crazy scale, the lemon law, the platinum rule! If everyone in the world followed every one of your rules, the human race would cease to exist. Yes chances are to Stella and I are not going to live happily ever after the overwhelming odds have it ending badly. And when that happens, it'll be for one of a million possible reasons. But that doesn't mean i'm not gonna try. And when it does fail, so help me god, it's not gonna be because of some rule. (He watches himself in th mirror) PS: you just made my hair look awesome. Good night. (He leaves)"
03,11,Marshall,"So what do you mean ""it wasn't a date""?"
03,11,Ted,She thought we were seeing a movie just as friends.
03,11,Marshall,Why would she think that?
03,11,Robin,Did she see your tattoo and assume you were gay?
03,11,Ted,"Apparently, there's a rule that says i can't date Stella."
03,11,Barney,"Exactly, the platinum rule. Stella reads my blog."
03,11,Ted,"No, this rule comes from the american medical association. Doctors aren't legally allowed to date their patients."
03,11,Lily,"Oh, sorry Ted."
03,11,Ted,It's okay. What are you guys watching?
03,11,Robin,Thanks for watching.
03,11,Lily,So what do you guys have going on tonight?
03,11,Marshall,Have fun.
03,11,Barney,Thanks. (She leaves and he throws the drink) Crazy!
03,13,Ted,"No, I just thought it would be cool to get a caterpillar tattoo, and then a few weeks went by, and all of a sudden..."
03,13,Ted,"Well, I think you'll find I have a very high tolerance for pain. Just last night, I sat through the worst movie ever made."
03,13,Ted,"No, the worst movie... Manos: Hands of Fate."
03,13,Ted,"Uh-huh. I don't believe you, Doctor."
03,13,Ted,"Hey. Hey, put that away. Tonight's on me."
03,13,Ted,"Come on, I insist."
03,13,Ted,"Oh, wow. Oh, yay. Wow, thank you. One, two, three, four."
03,13,Ted," 1, to Ted: Is something wrong?"
03,13,Ted,"No, it's just, um... I'm just a little embarrassed. I thought this was a date. But it's no big deal. Don't worry about it."
03,13,Ted," 1, to Ted: She's not allowed to date..."
03,13,Ted,"Yeah, I got it."
03,13,Ted,"Yeah, yeah. Hey, you were right. Worst movie-going experience ever. Of course, it had nothing to do with the movie."
03,13,Ted,"No, it's fine. I got to hang out with you on girls' night out. All right, so if you're not allowed to date a patient, I'll just... I'll wait until these ten session are up and then I'll ask you out then."
03,13,Ted,"Really? I'm getting mixed signals from you. I feel like you've been staring at my ass for quite some time. What, you're married?"
03,13,Ted,Boyfriend?
03,13,Ted,Lesbian?
03,13,Ted,Only date black guys?
03,13,Ted,"And yet you can say with absolute confidence that ten weeks from now, if I ask you out on a date, your answer will be..."
03,13,Robin,"No... Hmm. What could she mean when she says 'no'? I don't know, it is totally cryptic."
03,13,Ted,This is far from over. We're talking ten weeks from now. Who knows what she'll want then? Do you know what you're going to want for lunch ten weeks from now?
03,13,Marshall,"Sloppy Joe, shrimp cocktail and a milk shake."
03,13,Barney,"Ted, do you know how long it takes a woman to decide whether or not she's going to sleep with a guy? 8.3 seconds. After that, her decision is made. She will not change her mind."
03,13,Ted,That's ridiculous.
03,13,Barney,Is it? Describe your first 8.3 seconds with Stella.
03,13,Ted,"So we got off to a rocky start. That may be a problem for some guys, but I get better over time. Right? I'm not some Top 40 song... easily digestible. I'm complex. I require time and multiple listens. I'm 'Stairway to Heaven'."
03,13,Robin,"Wow, Roger Daltrey just rolled over in his grave. That's not the right guy, is it? He's not even dead, is he?"
03,13,Lily,"I think that's great, Ted. You can do whatever you set your mind to. In fact, you've inspired me. I'm going to stop biting my nails."
03,13,Marshall,"But, baby, you love biting your nails."
03,13,Lily,"I know, but I'm doing this for Ted. Hmm. God, this is really hard."
03,13,Ted,"Give me ten sessions, I'm going to turn that ""no"" into a ""yes."""
03,13,Barney,"Really, Ted? You think so? Well, tell me, how did the rest of that session go?"
03,13,Ted,"Yeah, well, I can handle pain. This one time I was playing tennis, and... (He screams in a high-pitched ton)"
03,13,Ted,Here's to nine more great sessions.
03,13,Ted,"Still no. What's up with that? I mean, I juggled."
03,13,Barney,You juggled? I thought you were trying to impress her.
03,13,Ted,You do magic. How is juggling any lamer than magic?
03,13,Barney,Magic's not lame.
03,13,Ted,I don't get it. I mean...
03,13,Barney,Is this lame?
03,13,Robin,"Oh, Barney, no, no. We said no fireballs at the table."
03,13,Marshall,What the hell is wrong with you?
03,13,Robin,There's alcohol in here.
03,13,Lily,Barney...
03,13,Barney,I...
03,13,Lily,We've talked about this. It's a fire code violation.
03,13,Barney,"Yeah, but Ted provoked me."
03,13,Lily,"No, no, you are on a time-out. Go sit over there."
03,13,Barney,But...
03,13,Lily,Go!
03,13,Ted,Anyway... I don't get it. She should be into me by now.
03,13,Lily,"You know, you can do this, Ted. I said that I would stop biting my nails, and kablam-ey. It's just a challenge. It can't be easy to woo someone while you're sticking your naked butt in their face."
03,13,Marshall,"Works for baboons. It's called ""presenting."""
03,13,Ted,I got four sessions left. Ther-There's got to be an angle I'm not seeing.
03,13,Barney,"You can't turn a ""no"" into a ""yes,"" Ted. Can't be done."
03,13,Robin,"I don't know, Barney. I mean, sometimes persistence pays off. I said ""yes"" eventually."
03,13,Barney,"No, you didn't. You were like, ""No, we can't, we're friends. It would mess up the dynamic of the group."""
03,13,Robin,To Ted.
03,13,Barney,"Oh, right."
03,13,Ted,"Wait a second. Wait a second, I got the angle."
03,13,Ted,The receptionist. That's my way in.
03,13,Barney,I like this. Seduce the receptionist. That's a great plan.
03,13,Ted,That's not the plan. And how would that help me with Stella?
03,13,Barney,Who?
03,13,Ted,Here's the plan.
03,13,Ted,"Hi. Here. I stopped... (He takes the bag back and wait for stella to be able to see him to give it back to Abby) Hi, I stopped for coffee and I... and I thought I'd grab you something."
03,13,Ted,What?
03,13,Ted,And now... we wait.
03,13,Ted,Break it.
03,13,Ted,Abby is...?
03,13,Ted,"Oh, Abby. I thought you said ""Alan."""
03,13,Ted,"Right. Right, I thought I said ""Alan."""
03,13,Ted,Who's Abby?
03,13,Ted,Exactly.
03,13,Ted,What is happening?
03,13,Lily,"Ted. You just got to be yourself, no more gimmicks."
03,13,Ted,"You're right, no more gimmicks. One more gimmick."
03,13,Ted,You know what's on her shelf? That self-help book 'The Power of Me'.
03,13,Ted,"I know, I know, but I thought if I read it, maybe we'd have something new to talk about."
03,13,Marshall,It's actually a great book. It taught me the power of complete memory.
03,13,Ted,Can I borrow your copy?
03,13,Marshall,I left it somewhere... I forget.
03,13,Ted,Hi. Ted Mosby for Dr. Zinman.
03,13,Ted,Telepathically?
03,13,Ted,"It's crazy. Yeah, I understand. I was just, uh, checking out the old bookshelf here. I see you've read 'The Power of Me'. It's funny..."
03,13,Ted,"Oh, thank God. (chuckling) I couldn't agree more. That's total crap. I see people reading that on the subway and I just want to shout, ""Get a life, people!"""
03,13,Ted,What?
03,13,Ted,"What? No, that's... that's not mine. I've never seen that before in my life."
03,13,Ted,"Wha... no, you have me confused with someone else."
03,13,Robin,"Ted, I hate to say this, but I think it's ""nail the receptionist"" time."
03,13,Ted,I'm not gonna nail the receptionist.
03,13,Barney,"Ted, every little boy wants to grow up to nail the doctor or the lawyer. Somebody's gotta nail the receptionist."
03,13,Ted,No. I like Stella.
03,13,Barney,"Okay, I'm gonna stop you right there, Ted. Your little Stella is not so perfect."
03,13,Ted,What do you mean?
03,13,Barney,"I went down there and checked her out for myself. Yeah. And while I was down there, I discovered that she had a secret, a terrible... terrible secret."
03,13,Ted,What? What is it?
03,13,Barney,"Hold on, I gotta pee. (He stands up et goes to the toilets) Okay, I'm back. What's going on at work?"
03,13,Ted,What's the big secret?!
03,13,Barney,"Oh. Oh, right."
03,13,Barney,"Hi, I'd like to see Dr. Zinman, please."
03,13,Barney,"Oh, I just want to see her. Want to look at her, see what she looks like."
03,13,Barney,"I'm sorry, did I accidentally oprima numero dos when I called? Do you speak English? I want to see her!"
03,13,Barney,What are your credentials?!
03,13,Barney,I want to know who am I speaking with!
03,13,Barney,"At first she seemed great, beautiful, smart, way out of your league. But then, I overheard this conversation."
03,13,Ted,Folliculaphilia?
03,13,Barney,Folliculaphilia.
03,13,Ted,What is that?
03,13,Barney,"Ted, your perfect woman can only be attracted to men with moustaches."
03,13,Ted,That is the stupidest thing I've ever heard. That's not real.
03,13,Barney,"You're right, Ted. I'm just making that up."
03,13,Ted,I know that you are because there's no such thing.
03,13,Robin,I got it a little bit.
03,13,Ted,"Hi. Uh, Ted Mosby for Dr. Zinman."
03,13,Ted,Why? Just why?
03,13,Barney,Y-you don't remember?
03,13,Barney,I'll bet anyone ten bucks I can get Ted to grow a moustache.
03,13,Ted,Uh... okay.
03,13,Ted,You sabotaged my next to last chance with Stella for ten dollars?
03,13,Barney,"I know. I would've done it for free. But, no. You owe me ten bucks."
03,13,Ted,"This is awful. My-my tenth session is next week. I'm gonna ask her out, and she's gonna say the most demoralizing syllable in the English language... no. You know what? Just forget it. I'm not even gonna ask her."
03,13,Lily,"No, you have to. She likes you. She said so herself. (clearing throat) I mean..."
03,13,Ted,"Oh, my God, you went and saw her, too."
03,13,Lily,"I swear to you, I did not."
03,13,Marshall,My wife's always getting on me about my dry elbows. So good to be in a relationship. Anyone special in your life? Or maybe just someone you're interested in? Interes-ted in?
03,13,Marshall,"Irregular? Oh, my God. This is it. It's all over."
03,13,Marshall,"Can you stop talking about your other patients?! I'm dying here, woman!"
03,13,Marshall,"Okay. Hey, what was it you were saying before about the guy with the butterfly tattoo?"
03,13,Marshall,Oh. Okay. Thank you.
03,13,Ted,No.
03,13,Marshall,Yes.
03,13,Ted,"She said ""crush""? And she was talking about me?"
03,13,Ted,"Stella...now that I'm no longer your patient, would you like to have dinner with me?"
03,13,Ted,"Oh, no."
03,13,Ted,I am gonna kill Marshall.
03,13,Ted,"Oh, my God, this is worse than the laser."
03,13,Ted,What?
03,13,Ted,There it is... she's a mom. It's just not gonna happen.
03,13,Marshall,"Sorry, dude. Have a shrimp."
03,13,Ted,I'm good. I guess I got no one but myself to blame. She told me right from the start she was gonna say no and sure enough... Wait a minute.
03,13,Ted,You didn't actually say no.
03,13,Ted,"All this time you were, uh, you were supposed to say no, but you didn't... I checked the transcript. So, here's what I'm proposing. Uh... You only have two minutes, right?"
03,13,Ted,"Okay. You want to, uh... go on a a two-minute date with me?"
03,13,Ted,Great. And... go. Taxi!
03,13,Ted,I know.
03,13,Ted,"380 West 22nd, please. And step on it. We're in a hurry."
03,13,Ted,Right this way.
03,13,Ted,"So, college?"
03,13,Ted,Uh-huh. Wesleyan.
03,13,Ted,No. Scott Crable?
03,13,Ted,Thanks.
03,13,Ted,Could we get the check please. We're trying to make a movie in 15 seconds.
03,13,Ted,"Okay, great. Uh, how do you want to do this? You had the eggplant parm. I only really had water so... I'm kidding. Oh. Okay. Let's go. Taxi! You nervous?"
03,13,Ted,You can't tell at all.
03,13,Ted,384 West 22nd.
03,13,Ted,"Nah, previews. We'll be fine. Ah! Just in time. It hasn't started yet."
03,13,Ted,Manos: Hands of Fate.
03,13,Ted,Only the important parts. Worst movie ever.
03,13,Ted,How we doing on time? Taxi!
03,13,Ted,Okay. Do you want to walk it?
03,13,Ted,So what grade's your daughter in?
03,13,Ted,Ah! That's a good year.
03,13,Ted,What?
03,13,Ted,"Oh. Look, coffee and dessert?"
03,13,Ted,"I know. New York. It's a living organism, an ever-changing tapestry. Ooh, look at the time. Let's go."
03,13,Ted,Flowers?
03,13,Ted,"Okay. See? We're getting to know each other. Stella, I had a lovely... Doggy bag? Stella, I had a lovely time."
03,13,Ted,And... date.
03,13,Ted,"That wasn't so bad, right? No lengthy, awkward silences. Dessert ran a little long, so... I had to cut the good-night kiss."
03,13,Ted,"Look, I would love to have a second date, I would. But I understand that you really don't have time right now, but if you ever do, will you give me a call?"
03,13,Ted,Okay.
03,13,Ted,"No, no, no, no!"
03,13,Barney,Wow. This Ted guy sounds like a real jerk. You know your problem? You're too sweet.
03,13,Barney,"Oh, yeah. Turns out it's just a Raisinet. Hey, how would you like me to take you out to a fancy restaurant and then go on a shopping spree? Treat you the way you should be treated. Would that make you forget about that Ted monster?"
03,13,Barney,We just have to go by my hotel room first. My bed was broken. I just have to make sure they fixed it.
03,13,Barney,I like you.
03,14,Robin,Hey.What's with the blackboard?
03,14,Ted,It's our NCAA bracket.
03,14,Marshall,Big board equals big luck!
03,14,Lily,"Hey, that looks familiar, where did you get it?"
03,14,Marshall,"Hello. Uh, I'm looking for my wife, Ms.Aldrin."
03,14,Marshall,Of course. How could I forget?
03,14,Ted,Big board!
03,14,Marshall,Big luck!
03,14,Marshall,"We found it. No big deal. Anyway, every year, Ted and I go in together on this big money pool out in Staten Island."
03,14,Ted,"Yeah. The winner gets $100,000 stuffed in a duffel bag."
