index,game-of-thones-deaths,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
1145,House Lannister,1119,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1146,House Lannister,1120,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1147,House Lannister,1121,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1148,House Lannister,1122,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1149,House Lannister,1123,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1150,House Lannister,1124,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1151,House Lannister,1125,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1152,House Lannister,1126,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1153,House Lannister,1127,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1154,House Lannister,1128,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1155,House Lannister,1129,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1156,House Lannister,1130,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1157,House Lannister,1131,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1158,House Lannister,1132,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1159,House Lannister,1133,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1160,House Lannister,1147,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1161,House Lannister,1148,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1162,House Lannister,1149,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1163,House Lannister,1150,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1164,House Lannister,1151,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1165,House Lannister,1152,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1166,House Lannister,1153,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1167,House Lannister,1154,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1168,House Lannister,1155,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1169,House Lannister,1156,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1170,House Lannister,1157,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1171,House Lannister,1158,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1172,House Lannister,1159,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1173,House Lannister,1160,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1174,House Lannister,1161,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1175,House Lannister,1162,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1176,House Lannister,1163,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1177,House Lannister,1164,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1178,House Lannister,1165,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1179,House Lannister,1166,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1180,House Lannister,1167,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1181,House Lannister,1168,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1182,House Lannister,1169,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1183,House Lannister,1170,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1184,House Lannister,1171,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1185,House Lannister,1172,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1186,House Lannister,1173,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1187,House Lannister,1174,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1188,House Lannister,1175,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1189,House Lannister,1176,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1190,House Lannister,1177,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1191,House Lannister,1178,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1192,House Lannister,1179,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1193,House Lannister,1180,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1194,House Lannister,1181,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1195,House Lannister,1182,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1196,House Lannister,1183,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1197,House Lannister,1184,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1198,House Lannister,1185,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1199,House Lannister,1186,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1200,House Lannister,1187,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1201,House Lannister,1188,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1202,House Lannister,1189,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1203,House Lannister,1190,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1204,House Lannister,1191,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1205,House Lannister,1192,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1206,House Lannister,1193,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1207,House Lannister,1194,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1208,House Lannister,1195,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1209,House Lannister,1196,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1210,House Lannister,1197,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1211,House Lannister,1198,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1212,House Lannister,1199,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1213,House Lannister,1200,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1214,House Lannister,1201,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1215,House Lannister,1202,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1216,House Lannister,1203,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1217,House Lannister,1204,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1218,House Lannister,1205,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1219,House Lannister,1206,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1220,House Lannister,1207,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1221,House Lannister,1208,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1222,House Lannister,1209,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1223,House Lannister,1210,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1224,House Lannister,1211,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1225,House Lannister,1212,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1226,House Lannister,1213,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1227,House Lannister,1214,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1228,House Lannister,1215,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1229,House Lannister,1216,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1230,House Lannister,1217,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1231,House Lannister,1218,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1232,House Lannister,1219,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1233,House Lannister,1220,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1234,House Lannister,1221,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1235,House Lannister,1222,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1236,House Lannister,1223,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1237,House Lannister,1224,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1238,House Lannister,1225,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1239,House Lannister,1226,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1240,House Lannister,1227,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1241,House Lannister,1228,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1242,House Lannister,1229,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1243,House Lannister,1230,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1244,House Lannister,1231,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1245,House Lannister,1232,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1246,House Lannister,1233,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1247,House Lannister,1234,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1248,House Lannister,1235,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1249,House Lannister,1236,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1250,House Lannister,1237,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1251,House Lannister,1238,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1252,House Lannister,1239,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1253,House Lannister,1240,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1254,House Lannister,1241,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1255,House Lannister,1242,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1256,House Lannister,1243,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1257,House Lannister,1244,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1258,House Lannister,1245,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1259,House Lannister,1246,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1260,House Lannister,1247,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1261,House Lannister,1248,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1262,House Lannister,1249,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1263,House Lannister,1250,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1264,House Lannister,1251,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1265,House Lannister,1252,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1266,House Lannister,1253,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1267,House Lannister,1254,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1268,House Lannister,1255,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1269,House Lannister,1256,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1270,House Lannister,1257,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1271,House Lannister,1258,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1272,House Lannister,1259,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1273,House Lannister,1260,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1274,House Lannister,1261,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1275,House Lannister,1262,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1276,House Lannister,1263,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1277,House Lannister,1264,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1278,House Lannister,1265,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1279,House Lannister,1266,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1280,House Lannister,1267,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1281,House Lannister,1268,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1282,House Lannister,1269,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1283,House Lannister,1270,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1284,House Lannister,1271,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1285,House Lannister,1272,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1286,House Lannister,1273,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1287,House Lannister,1274,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1288,House Lannister,1275,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1289,House Lannister,1276,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1290,House Lannister,1277,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1291,House Lannister,1278,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1292,House Lannister,1279,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1293,House Lannister,1280,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1294,House Lannister,1281,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1295,House Lannister,1282,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1296,House Lannister,1283,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1297,House Lannister,1284,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1298,House Lannister,1285,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1299,House Lannister,1286,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1300,House Lannister,1287,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1301,House Lannister,1288,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1302,House Lannister,1289,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1303,House Lannister,1290,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1304,House Lannister,1291,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1305,House Lannister,1304,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1306,House Lannister,1305,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1307,House Lannister,1306,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1308,House Lannister,1307,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7
1309,House Lannister,1303,4,Dothraki man,House Targaryen,Roseroad,Spear,Lannister soldier,7
1310,House Lannister,1312,5,Gendry,House Stark,King's Landing,Hammer,Lannister soldier,7
1311,House Lannister,1313,5,Gendry,House Stark,King's Landing,Hammer,Lannister soldier,7
1312,House Lannister,1311,5,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Dickon Tarly,7
1313,House Lannister,1310,5,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Randyll Tarly,7
1314,White Walkers,1316,6,Jorah Mormont,House Targaryen,Beyond the Wall,Knife,Undead Polar Bear,7
1315,Brotherhood Without Banners,1318,6,Undead Polar Bear,White Walkers,Beyond the Wall,Claws,Thoros,7
1316,Free Folk,1317,6,Wight,White Walkers,Beyond the Wall,Drowning,Wildling,7
1317,Free Folk,1319,6,Wight,White Walkers,Beyond the Wall,Teeth,Wildling,7
1318,House Stark,1322,6,Wight,White Walkers,Beyond the Wall,Claws,Benjen Stark,7
1319,House Stark,1320,6,Wight,White Walkers,Beyond the Wall,Claws,Stark Soldier,7
1320,House Stark,1314,6,Undead Polar Bear,White Walkers,Beyond the Wall,Teeth,Stark Soldier,7
1321,House Stark,1315,6,Undead Polar Bear,White Walkers,Beyond the Wall,Teeth,Stark Soldier,7
1322,House Targaryen,1321,6,Night King,White Walkers,Beyond the Wall,Ice Javelin,Viserion,7
1323,House Greyjoy,1323,7,Theon Greyjoy,House Greyjoy,Dragonstone,Rock,Greyjoy Soldier,7
1324,House Baelish,1324,7,Arya Stark,House Stark,Winterfell,Knife,Petyr Baelish,7
1325,Night's Watch,1325,7,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,7
1326,Night's Watch,1326,7,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,7
1327,Night's Watch,1327,7,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,7
1328,Night's Watch,1328,7,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,7
1329,Night's Watch,1329,7,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,7
1330,Night's Watch,1330,7,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,7
1331,Night's Watch,1331,7,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,7
1332,Night's Watch,1332,7,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,7
1333,House Greyjoy,1333,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,8
1334,House Greyjoy,1334,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,8
1335,House Greyjoy,1335,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,8
1336,House Greyjoy,1336,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,8
1337,House Greyjoy,1337,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,8
1338,House Greyjoy,1338,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Axe,Greyjoy Soldier,8
1339,House Umber,1339,2,Night King,White Walkers,Last Hearth,Steak,Ned Umber,8
1340,White Walkers,1368,3,Lyanna Mormont,House Mormont,Winterfell,Knife,Giant Wight,8
1341,White Walkers,1373,3,Arya Stark,House Stark,Winterfell,Knife,Night King,8
1342,Lord of Light,1374,3,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Winterfell,Old Age,"Melisandre ""the Red Woman"" of Asshai",8
1343,Brotherhood Without Banners,1369,3,Wight,White Walkers,Winterfell,Knife,Beric Dondarrion,8
1344,House Mormont,1360,3,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,8
1345,House Mormont,1361,3,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,8
1346,House Mormont,1362,3,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,8
1347,House Mormont,1363,3,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,8
1348,House Mormont,1364,3,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,8
1349,House Mormont,1365,3,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,8
1350,House Mormont,1366,3,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,8
1351,House Mormont,1367,3,Giant Wight,White Walkers,Winterfell,Hands,Lyanna Mormont,8
1352,House Stark,1343,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8
1353,House Stark,1354,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8
1354,House Stark,1355,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8
1355,House Stark,1356,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8
1356,House Stark,1357,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8
1357,House Stark,1358,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8
1358,House Stark,1344,3,Wight,White Walkers,Winterfell,Teeth,Stark Soldier,8
1359,House Targaryen,1342,3,Wight,White Walkers,Winterfell,Knife,Unsullied,8
1360,House Targaryen,1372,3,Wight,White Walkers,Winterfell,Sword,Jorah Mormont,8
1361,House Targaryen,1340,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8
1362,House Targaryen,1341,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8
1363,House Targaryen,1346,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8
1364,House Targaryen,1347,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8
1365,House Targaryen,1348,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8
1366,House Targaryen,1349,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8
1367,Night's Watch,1359,3,Wight,White Walkers,Winterfell,Knife,Night's Watch brother,8
1368,Night's Watch,1345,3,Wight,White Walkers,Winterfell,Sword,Eddison Tollett,8
1369,Night's Watch,1351,3,Wight,White Walkers,Winterfell,Sword,Night's Watch brother,8
1370,Night's Watch,1353,3,Wight,White Walkers,Winterfell,Sword,Night's Watch brother,8
1371,Night's Watch,1350,3,Wight,White Walkers,Winterfell,Teeth,Night's Watch brother,8
1372,Night's Watch,1352,3,Wight,White Walkers,Winterfell,Teeth,Night's Watch brother,8
1373,Smallfolk,1370,3,Wight,White Walkers,Winterfell,Teeth,Peasant,8
1374,Smallfolk,1371,3,Wight,White Walkers,Winterfell,Teeth,Peasant,8
1375,House Targaryen,1375,4,Euron Greyjoy,House Greyjoy,Dragonstone,Giant arrow,Rhaegal,8
1376,House Targaryen,1376,4,Greyjoy Soldier,House Greyjoy,Dragonstone,Giant arrow,Unsullied,8
1377,House Targaryen,1377,4,Greyjoy Soldier,House Greyjoy,Dragonstone,Giant arrow,Unsullied,8
1378,House Targaryen,1378,4,Greyjoy Soldier,House Greyjoy,Dragonstone,Giant arrow,Unsullied,8
1379,House Targaryen,1379,4,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Missandei,8
1380,House Lannister,2220,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Dragonfire (Dragon),"Gregor ""the Mountain"" Clegane",8
1381,House Lannister,2221,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Dragonfire (Dragon),"Sandor ""the Hound"" Clegane",8
1382,House Lannister,2215,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,8
1383,House Lannister,2216,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,8
1384,House Lannister,2217,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,8
1385,House Lannister,2218,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,8
1386,House Greyjoy,2214,5,Jaime Lannister,House Lannister,King's Landing,Sword,Euron Greyjoy,8
1387,House Lannister,2219,5,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Hands,Qyburn,8
1388,House Lannister,2033,5,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,8
1389,House Lannister,2038,5,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,8
